time,perfusion
1721885631.865,0.59,
1721885632.87,0.59,
1721885633.879,0.59,
1721885634.364,0.62,
1721885635.355,0.62,
1721885636.868,0.62,
1721885637.361,0.62,
1721885638.84,0.62,
1721885639.358,0.62,
1721885641.868,0.64,
1721885642.363,0.64,
1721885643.373,0.64,
1721885644.86,0.64,
1721885645.367,0.64,
1721885647.867,0.64,
1721885648.379,0.64,
1721885649.383,0.64,
1721885651.393,0.64,
1721885653.39,0.64,
1721885654.402,0.64,
1721885655.399,0.64,
1721885656.407,0.64,
1721885657.411,0.64,
1721885658.899,0.64,
1721885659.881,0.64,
1721885660.378,0.64,
1721885661.854,0.64,
1721885662.851,0.64,
1721885663.358,0.64,
1721885665.363,0.64,
1721885666.842,0.64,
1721885667.35,0.64,
1721885668.364,0.64,
1721885669.372,0.64,
1721885670.881,0.64,
1721885671.379,0.63,
1721885672.371,0.63,
1721885673.35,0.65,
1721885674.847,0.65,
1721885675.865,0.65,
1721885676.355,0.65,
1721885677.841,0.65,
1721885680.344,0.65,
1721885681.327,0.65,
1721885682.329,0.65,
1721885683.343,0.66,
1721885684.34,0.66,
1721885685.347,0.66,
1721885686.347,0.66,
1721885687.349,0.66,
1721885688.857,0.66,
1721885689.366,0.67,
1721885690.375,0.66,
1721885691.372,0.66,
1721885692.366,0.66,
1721885693.361,0.65,
1721885694.34,0.64,
1721885695.852,0.61,
1721885697.333,0.59,
1721885698.347,0.59,
1721885699.327,0.59,
1721885700.811,0.58,
1721885703.285,0.55,
1721885705.256,0.51,
1721885706.255,0.51,
1721885707.251,0.51,
1721885708.222,0.51,
1721885709.249,0.51,
1721885710.247,0.51,
1721885711.728,0.51,
1721885712.228,0.51,
1721885713.205,0.51,
1721885714.204,0.51,
1721885715.692,0.5,
1721885716.681,0.5,
1721885717.185,0.5,
1721885718.184,0.5,
1721885719.187,0.5,
1721885720.175,0.5,
1721885721.153,0.5,
1721885722.15,0.5,
1721885723.138,0.5,
1721885725.129,0.5,
1721885729.061,0.5,
1721885730.078,0.5,
1721885731.083,0.5,
1721885732.083,0.5,
1721885733.546,0.5,
1721885734.044,0.5,
1721885735.059,0.5,
1721885736.059,0.5,
1721885737.052,0.5,
1721885738.526,0.47,
1721885739.029,0.47,
1721885740.023,0.47,
1721885742.018,0.47,
1721885744.012,0.47,
1721885745.003,0.47,
1721885746.513,0.47,
1721885746.022,0.47,
1721885747.026,0.47,
1721885748.037,0.48,
1721885749.048,0.48,
1721885750.071,0.48,
1721885753.084,0.48,
1721885754.08,0.48,
1721885755.078,0.48,
1721885756.055,0.48,
1721885757.061,0.48,
1721885758.039,0.48,
1721885759.04,0.48,
1721885760.041,0.48,
1721885761.055,0.48,
1721885763.536,0.48,
1721885764.022,0.48,
1721885765.046,0.48,
1721885766.045,0.48,
1721885767.532,0.48,
1721885769.022,0.48,
1721885771.497,0.48,
1721885771.997,0.4,
1721885772.999,0.4,
1721885774.485,0.4,
1721885775.482,0.4,
1721885780.452,0.4,
1721885780.95,0.4,
1721885781.907,0.4,
1721885783.416,0.4,
1721885783.92,0.4,
1721885785.42,0.4,
1721885786.414,0.6,
1721885787.4,0.6,
1721885787.889,0.6,
1721885788.887,0.6,
1721885789.883,0.6,
1721885790.865,0.6,
1721885791.867,0.6,
1721885792.863,0.6,
1721885794.346,0.6,
1721885794.847,0.63,
1721885795.846,0.61,
1721885796.86,0.61,
1721885797.841,0.61,
1721885798.838,0.61,
1721885800.328,0.61,
1721885801.802,0.61,
1721885802.816,0.61,
1721885804.312,0.61,
1721885804.822,0.61,
1721885807.346,0.61,
1721885807.845,0.61,
1721885808.838,0.61,
1721885809.841,0.61,
1721885810.838,0.61,
1721885811.841,0.61,
1721885813.85,0.61,
1721885814.849,0.61,
1721885816.318,0.61,
1721885817.336,0.57,
1721885817.839,0.57,
1721885818.817,0.57,
1721885820.305,0.57,
1721885820.809,0.57,
1721885820.788,0.57,
1721885821.79,0.59,
1721885822.772,0.6,
1721885823.772,0.6,
1721885824.762,0.6,
1721885826.257,0.6,
1721885826.757,0.6,
1721885827.765,0.64,
1721885829.258,0.64,
1721885830.239,0.64,
1721885831.247,0.69,
1721885832.248,0.69,
1721885832.751,0.69,
1721885834.726,0.69,
1721885836.706,0.69,
1721885835.715,0.69,
1721885837.684,0.69,
1721885839.194,0.69,
1721885839.683,0.69,
1721885840.658,0.69,
1721885841.63,0.69,
1721885842.636,0.69,
1721885845.13,0.69,
1721885845.616,0.69,
1721885846.609,0.69,
1721885847.616,0.69,
1721885849.123,0.69,
1721885849.627,0.69,
1721885850.638,0.69,
1721885851.646,0.69,
1721885853.638,0.69,
1721885854.641,0.69,
1721885855.619,0.69,
1721885856.61,0.69,
1721885857.6,0.69,
1721885858.613,0.69,
1721885860.07,0.69,
1721885859.581,0.69,
1721885859.585,0.69,
1721885860.1,0.69,
1721885860.097,0.69,
1721885860.086,0.69,
1721885860.087,0.69,
1721885867.563,0.48,
1721885868.56,0.48,
1721885869.567,0.48,
1721885870.562,0.48,
1721885873.055,0.48,
1721885873.562,0.48,
1721885874.555,0.48,
1721885876.57,0.48,
1721885878.07,0.48,
1721885879.052,0.48,
1721885880.053,0.48,
1721885880.562,0.42,
1721885882.579,0.42,
1721885883.545,0.42,
1721885885.534,0.42,
1721885886.529,0.42,
1721885887.538,0.42,
1721885888.541,0.42,
1721885889.52,0.42,
1721885891.005,0.42,
1721885891.513,0.42,
1721885893.483,0.42,
1721885892.502,0.42,
1721885894.486,0.42,
1721885895.479,0.42,
1721885896.478,0.42,
1721885897.475,0.42,
1721885898.468,0.42,
1721885902.951,0.42,
1721885903.953,0.42,
1721885904.465,0.42,
1721885905.453,0.42,
1721885906.474,0.42,
1721885907.466,0.42,
1721885908.467,0.42,
1721885909.467,0.42,
1721885910.45,0.45,
1721885911.962,0.45,
1721885912.454,0.45,
1721885913.953,0.45,
1721885915.458,0.45,
1721885917.941,0.45,
1721885918.43,0.45,
1721885919.944,0.45,
1721885920.444,0.45,
1721885922.437,0.45,
1721885923.438,0.45,
1721885925.902,0.45,
1721885927.4,0.45,
1721885928.417,0.45,
1721885929.421,0.45,
1721885930.42,0.45,
1721885931.417,0.45,
1721885932.416,0.45,
1721885933.431,0.45,
1721885934.447,0.45,
1721885935.954,0.45,
1721885936.448,0.45,
1721885937.458,0.45,
1721885938.425,0.45,
1721885939.458,0.45,
1721885939.476,0.45,
1721885939.483,0.45,
1721885939.484,0.45,
1721885939.475,0.45,
1721885939.473,0.45,
1721885939.479,0.45,
1721885939.503,0.45,
1721885939.502,0.45,
1721885948.498,0.61,
1721885949.494,0.61,
1721885950.999,0.61,
1721885952.005,0.61,
1721885952.515,0.61,
1721885953.49,0.61,
1721885954.484,0.61,
1721885955.489,0.61,
1721885957.449,0.61,
1721885958.417,0.61,
1721885959.424,0.61,
1721885960.402,0.61,
1721885961.391,0.61,
1721885962.39,0.61,
1721885963.383,0.72,
1721885964.403,0.72,
1721885965.39,0.72,
1721885966.38,0.72,
1721885967.376,0.71,
1721885968.855,0.71,
1721885969.334,0.71,
1721885970.321,0.71,
1721885971.324,0.71,
1721885972.316,0.71,
1721885973.327,0.71,
1721885974.809,0.69,
1721885975.812,0.69,
1721885977.31,0.69,
1721885979.309,0.69,
1721885980.294,0.69,
1721885981.771,0.69,
1721885982.282,0.66,
1721885983.785,0.67,
1721885984.264,0.67,
1721885985.259,0.67,
1721885986.254,0.67,
1721885987.733,0.67,
1721885988.746,0.67,
1721885989.72,0.67,
1721885990.227,0.67,
1721885991.214,0.67,
1721885992.207,0.67,
1721885993.225,0.67,
1721885994.719,0.67,
1721885995.228,0.67,
1721885996.212,0.67,
1721885997.216,0.67,
1721885998.71,0.67,
1721885999.706,0.67,
1721886001.19,0.67,
1721886004.177,0.67,
1721886005.151,0.67,
1721886006.162,0.67,
1721886007.166,0.67,
1721886008.153,0.67,
1721886009.163,0.67,
1721886010.145,0.67,
1721886011.137,0.67,
1721886012.117,0.67,
1721886013.1,0.67,
1721886013.099,0.67,
1721886016.077,0.57,
1721886017.564,0.57,
1721886019.054,0.57,
1721886020.058,0.63,
1721886021.059,0.63,
1721886022.052,0.63,
1721886023.564,0.63,
1721886024.066,0.63,
1721886025.059,0.63,
1721886027.059,0.63,
1721886028.546,0.63,
1721886029.569,0.63,
1721886030.061,0.63,
1721886031.083,0.63,
1721886032.087,0.63,
1721886033.093,0.63,
1721886034.112,0.63,
1721886035.091,0.63,
1721886036.1,0.63,
1721886037.605,0.63,
1721886038.09,0.63,
1721886039.095,0.63,
1721886040.102,0.63,
1721886041.093,0.63,
1721886042.08,0.63,
1721886043.1,0.63,
1721886044.085,0.63,
1721886045.101,0.63,
1721886046.085,0.63,
1721886047.56,0.63,
1721886048.53,0.63,
1721886049.042,0.63,
1721886054.013,0.63,
1721886055.02,0.63,
1721886056.005,0.63,
1721886057.008,0.63,
1721886058.01,0.63,
1721886058.968,0.63,
1721886059.985,0.63,
1721886062.483,0.63,
1721886062.968,0.63,
1721886063.968,0.63,
1721886064.972,0.63,
1721886066.455,0.63,
1721886066.972,0.63,
1721886068.465,0.63,
1721886069.449,0.63,
1721886069.954,0.63,
1721886071.938,0.63,
1721886073.947,0.63,
1721886075.443,0.63,
1721886074.962,0.63,
1721886074.931,0.63,
1721886075.425,0.63,
1721886075.426,0.63,
1721886074.92,0.63,
1721886074.92,0.63,
1721886075.427,0.63,
1721886074.94,0.63,
1721886075.445,0.63,
1721886074.95,0.63,
1721886074.939,0.63,
1721886087.951,0.49,
1721886089.942,0.49,
1721886090.943,0.49,
1721886092.44,0.43,
1721886093.467,0.5,
1721886093.961,0.5,
1721886094.971,0.53,
1721886095.971,0.53,
1721886096.954,0.53,
1721886097.978,0.53,
1721886098.977,0.53,
1721886099.985,0.53,
1721886102.457,0.53,
1721886103.944,0.53,
1721886104.952,0.53,
1721886105.94,0.53,
1721886106.933,0.53,
1721886107.933,0.53,
1721886109.439,0.53,
1721886109.943,0.53,
1721886110.955,0.53,
1721886112.955,0.55,
1721886113.944,0.55,
1721886114.957,0.55,
1721886116.439,0.55,
1721886116.947,0.55,
1721886117.927,0.55,
1721886118.929,0.57,
1721886119.932,0.57,
1721886122.428,0.57,
1721886122.922,0.57,
1721886123.929,0.57,
1721886124.951,0.57,
1721886125.965,0.57,
1721886126.961,0.57,
1721886127.971,0.58,
1721886129.99,0.58,
1721886131.002,0.57,
1721886132.51,0.57,
1721886133.006,0.57,
1721886133.984,0.57,
1721886135.482,0.57,
1721886135.99,0.57,
1721886136.95,0.57,
1721886137.938,0.57,
1721886138.961,0.57,
1721886139.962,0.57,
1721886140.978,0.57,
1721886141.988,0.57,
1721886143.485,0.57,
1721886144.487,0.57,
1721886145.488,0.57,
1721886145.995,0.57,
1721886146.023,0.57,
1721886148.01,0.57,
1721886149.009,0.57,
1721886149.997,0.57,
1721886150.996,0.57,
1721886152.971,0.57,
1721886153.961,0.57,
1721886154.969,0.57,
1721886156.457,0.57,
1721886156.963,0.57,
1721886157.96,0.57,
1721886159.47,0.57,
1721886159.971,0.57,
1721886160.972,0.57,
1721886161.964,0.57,
1721886162.958,0.57,
1721886162.96,0.57,
1721886162.943,0.57,
1721886166.948,0.78,
1721886167.927,0.78,
1721886168.913,0.78,
1721886169.893,0.78,
1721886171.417,0.62,
1721886171.919,0.71,
1721886172.928,0.72,
1721886174.434,0.72,
1721886174.948,0.73,
1721886175.951,0.72,
1721886176.933,0.72,
1721886178.428,0.72,
1721886179.913,0.71,
1721886181.411,0.71,
1721886182.423,0.7,
1721886182.907,0.7,
1721886183.893,0.69,
1721886184.883,0.69,
1721886186.362,0.69,
1721886186.853,0.69,
1721886187.858,0.69,
1721886188.865,0.69,
1721886189.831,0.69,
1721886190.816,0.69,
1721886191.823,0.69,
1721886193.305,0.69,
1721886194.305,0.69,
1721886194.824,0.69,
1721886195.814,0.69,
1721886196.829,0.69,
1721886197.824,0.69,
1721886198.837,0.69,
1721886200.35,0.69,
1721886200.841,0.69,
1721886201.857,0.69,
1721886202.86,0.69,
1721886204.361,0.69,
1721886204.87,0.69,
1721886205.86,0.69,
1721886206.865,0.69,
1721886207.854,0.69,
1721886208.857,0.63,
1721886209.873,0.63,
1721886211.365,0.68,
1721886211.858,0.7,
1721886212.85,0.72,
1721886213.859,0.73,
1721886216.332,0.73,
1721886217.342,0.73,
1721886217.842,0.73,
1721886218.862,0.72,
1721886219.857,0.72,
1721886220.854,0.72,
1721886222.337,0.72,
1721886222.84,0.72,
1721886223.831,0.72,
1721886224.805,0.72,
1721886226.295,0.72,
1721886227.309,0.72,
1721886227.809,0.72,
1721886229.291,0.7,
1721886229.823,0.7,
1721886229.788,0.7,
1721886233.817,0.7,
1721886234.816,0.7,
1721886235.811,0.7,
1721886235.79,0.7,
1721886237.802,0.7,
1721886238.802,0.7,
1721886239.789,0.7,
1721886241.296,0.69,
1721886241.791,0.69,
1721886241.777,0.69,
1721886242.751,0.7,
1721886243.764,0.7,
1721886244.788,0.7,
1721886246.791,0.7,
1721886249.293,0.74,
1721886248.78,0.74,
1721886250.79,0.74,
1721886251.765,0.74,
1721886253.277,0.75,
1721886253.777,0.75,
1721886254.767,0.76,
1721886255.763,0.76,
1721886256.746,0.76,
1721886257.744,0.76,
1721886258.729,0.76,
1721886259.736,0.76,
1721886260.743,0.76,
1721886261.734,0.75,
1721886262.736,0.75,
1721886263.745,0.75,
1721886264.744,0.73,
1721886265.744,0.73,
1721886266.749,0.73,
1721886267.764,0.73,
1721886269.781,0.69,
1721886271.813,0.69,
1721886272.813,0.69,
1721886273.829,0.69,
1721886274.827,0.69,
1721886276.302,0.69,
1721886277.287,0.69,
1721886278.768,0.69,
1721886279.78,0.69,
1721886280.774,0.66,
1721886281.763,0.64,
1721886282.763,0.63,
1721886285.287,0.62,
1721886287.3,0.59,
1721886286.79,0.59,
1721886287.772,0.59,
1721886289.791,0.59,
1721886291.296,0.59,
1721886290.783,0.59,
1721886292.259,0.56,
1721886292.759,0.56,
1721886293.765,0.54,
1721886294.783,0.55,
1721886295.782,0.56,
1721886297.791,0.55,
1721886298.796,0.55,
1721886300.313,0.53,
1721886300.808,0.53,
1721886303.809,0.51,
1721886304.813,0.51,
1721886305.806,0.51,
1721886306.801,0.51,
1721886306.785,0.51,
1721886309.297,0.54,
1721886310.293,0.54,
1721886310.804,0.53,
1721886311.785,0.53,
1721886312.777,0.53,
1721886313.751,0.47,
1721886314.726,0.47,
1721886315.729,0.47,
1721886317.213,0.47,
1721886318.725,0.47,
1721886319.708,0.47,
1721886320.719,0.48,
1721886321.721,0.47,
1721886322.725,0.46,
1721886324.21,0.45,
1721886324.712,0.45,
1721886327.178,0.45,
1721886328.71,0.43,
1721886329.709,0.44,
1721886330.71,0.44,
1721886332.224,0.43,
1721886333.7,0.43,
1721886334.693,0.43,
1721886336.177,0.43,
1721886336.674,0.43,
1721886338.156,0.43,
1721886338.652,0.43,
1721886339.653,0.43,
1721886340.639,0.43,
1721886341.617,0.43,
1721886342.604,0.43,
1721886343.613,0.43,
1721886344.615,0.43,
1721886345.615,0.43,
1721886346.607,0.43,
1721886347.599,0.43,
1721886348.605,0.42,
1721886350.105,0.42,
1721886350.59,0.42,
1721886352.095,0.42,
1721886352.598,0.42,
1721886353.598,0.42,
1721886354.58,0.42,
1721886355.581,0.42,
1721886357.081,0.42,
1721886357.574,0.42,
1721886358.584,0.42,
1721886359.566,0.42,
1721886360.577,0.42,
1721886362.071,0.42,
1721886362.577,0.42,
1721886363.587,0.42,
1721886364.591,0.42,
1721886366.588,0.42,
1721886367.585,0.42,
1721886368.59,0.42,
1721886369.589,0.43,
1721886370.583,0.43,
1721886371.571,0.43,
1721886372.563,0.43,
1721886374.056,0.43,
1721886377.537,0.44,
1721886378.538,0.44,
1721886379.545,0.44,
1721886381.051,0.44,
1721886381.54,0.51,
1721886382.542,0.51,
1721886383.542,0.51,
1721886384.568,0.51,
1721886385.573,0.53,
1721886386.565,0.53,
1721886387.552,0.53,
1721886388.552,0.53,
1721886389.534,0.53,
1721886390.513,0.53,
1721886392.029,0.54,
1721886392.529,0.56,
1721886394.027,0.62,
1721886394.519,0.66,
1721886395.53,0.68,
1721886396.521,0.68,
1721886397.529,0.68,
1721886398.526,0.68,
1721886399.543,0.68,
1721886400.547,0.68,
1721886402.522,0.68,
1721886404.036,0.67,
1721886406.021,0.65,
1721886406.531,0.65,
1721886407.522,0.63,
1721886409.546,0.63,
1721886410.539,0.63,
1721886411.55,0.63,
1721886412.55,0.63,
1721886414.049,0.63,
1721886414.555,0.63,
1721886416.051,0.63,
1721886417.052,0.63,
1721886418.068,0.63,
1721886418.568,0.63,
1721886419.546,0.63,
1721886421.028,0.62,
1721886421.528,0.62,
1721886422.509,0.62,
1721886423.502,0.62,
1721886424.503,0.62,
1721886425.488,0.61,
1721886426.51,0.61,
1721886428.019,0.6,
1721886429.037,0.6,
1721886429.544,0.6,
1721886430.554,0.6,
1721886432.568,0.6,
1721886434.045,0.6,
1721886435.547,0.6,
1721886436.55,0.6,
1721886437.535,0.6,
1721886439.025,0.6,
1721886439.537,0.6,
1721886440.532,0.6,
1721886441.544,0.63,
1721886442.55,0.63,
1721886443.545,0.63,
1721886444.545,0.63,
1721886445.537,0.63,
1721886447.036,0.63,
1721886447.532,0.63,
1721886448.535,0.63,
1721886449.544,0.63,
1721886451.02,0.63,
1721886452.526,0.63,
1721886453.528,0.63,
1721886454.561,0.63,
1721886455.579,0.63,
1721886456.563,0.63,
1721886458.057,0.63,
1721886458.546,0.63,
1721886459.544,0.63,
1721886461.046,0.63,
1721886461.549,0.63,
1721886463.026,0.63,
1721886463.523,0.63,
1721886464.501,0.5,
1721886465.51,0.5,
1721886467.021,0.5,
1721886468.009,0.64,
1721886468.496,0.64,
1721886469.532,0.65,
1721886470.525,0.65,
1721886471.542,0.65,
1721886472.529,0.65,
1721886474.046,0.65,
1721886474.551,0.65,
1721886475.553,0.65,
1721886477.056,0.65,
1721886478.55,0.65,
1721886479.559,0.65,
1721886480.55,0.64,
1721886481.541,0.64,
1721886484.043,0.64,
1721886484.54,0.64,
1721886486.047,0.64,
1721886486.544,0.62,
1721886487.543,0.62,
1721886488.543,0.62,
1721886489.567,0.62,
1721886490.573,0.62,
1721886491.542,0.62,
1721886492.55,0.59,
1721886493.532,0.59,
1721886494.543,0.53,
1721886495.542,0.53,
1721886496.528,0.53,
1721886497.527,0.53,
1721886498.527,0.53,
1721886500.007,0.48,
1721886502.023,0.48,
1721886502.514,0.48,
1721886503.524,0.48,
1721886504.535,0.49,
1721886505.521,0.49,
1721886506.512,0.49,
1721886508.015,0.49,
1721886508.526,0.49,
1721886510.013,0.49,
1721886510.508,0.5,
1721886512.541,0.49,
1721886513.529,0.49,
1721886515.052,0.49,
1721886516.054,0.49,
1721886516.544,0.49,
1721886518.021,0.49,
1721886518.531,0.49,
1721886519.519,0.49,
1721886520.522,0.49,
1721886521.539,0.51,
1721886522.548,0.49,
1721886523.533,0.49,
1721886524.547,0.49,
1721886525.541,0.47,
1721886527.036,0.47,
1721886527.531,0.47,
1721886528.539,0.46,
1721886529.537,0.46,
1721886530.537,0.46,
1721886532.029,0.46,
1721886532.537,0.46,
1721886533.542,0.49,
1721886535.057,0.49,
1721886535.565,0.49,
1721886536.561,0.49,
1721886537.591,0.49,
1721886539.092,0.49,
1721886539.586,0.49,
1721886540.604,0.49,
1721886541.602,0.49,
1721886542.597,0.49,
1721886543.593,0.49,
1721886544.604,0.49,
1721886545.581,0.49,
1721886546.564,0.49,
1721886547.554,0.49,
1721886549.07,0.49,
1721886549.567,0.48,
1721886551.074,0.48,
1721886551.572,0.48,
1721886554.086,0.47,
1721886555.06,0.47,
1721886555.555,0.46,
1721886556.552,0.46,
1721886557.53,0.47,
1721886558.505,0.47,
1721886560.499,0.46,
1721886561.507,0.46,
1721886562.521,0.46,
1721886564.963,0.46,
1721886566.944,0.46,
1721886568.462,0.46,
1721886569.975,0.46,
1721886570.471,0.46,
1721886571.455,0.46,
1721886572.973,0.46,
1721886573.469,0.46,
1721886574.449,0.45,
1721886576.454,0.45,
1721886578.459,0.45,
1721886579.453,0.45,
1721886580.454,0.45,
1721886581.446,0.45,
1721886582.93,0.45,
1721886583.435,0.45,
1721886584.427,0.43,
1721886586.412,0.43,
1721886587.426,0.43,
1721886588.404,0.43,
1721886589.381,0.43,
1721886590.38,0.42,
1721886591.39,0.43,
1721886593.37,0.43,
1721886594.856,0.42,
1721886595.365,0.41,
1721886596.352,0.41,
1721886597.345,0.41,
1721886598.341,0.41,
1721886599.364,0.41,
1721886600.834,0.41,
1721886601.846,0.41,
1721886602.338,0.4,
1721886603.802,0.4,
1721886604.287,0.4,
1721886605.286,0.4,
1721886606.307,0.4,
1721886607.81,0.4,
1721886608.302,0.4,
1721886609.304,0.4,
1721886610.304,0.4,
1721886611.322,0.4,
1721886612.297,0.4,
1721886613.261,0.4,
1721886614.254,0.4,
1721886615.254,0.4,
1721886616.727,0.39,
1721886617.225,0.38,
1721886618.232,0.38,
1721886619.728,0.38,
1721886620.217,0.38,
1721886621.725,0.39,
1721886622.205,0.39,
1721886623.181,0.39,
1721886624.182,0.4,
1721886625.171,0.41,
1721886626.154,0.42,
1721886627.647,0.42,
1721886628.652,0.42,
1721886629.164,0.42,
1721886630.664,0.42,
1721886632.149,0.42,
1721886633.147,0.42,
1721886634.663,0.42,
1721886635.187,0.42,
1721886637.18,0.42,
1721886638.173,0.42,
1721886639.147,0.44,
1721886640.655,0.44,
1721886641.667,0.44,
1721886642.667,0.44,
1721886643.167,0.44,
1721886644.182,0.44,
1721886645.18,0.44,
1721886646.653,0.44,
1721886647.148,0.47,
1721886648.172,0.49,
1721886649.203,0.5,
1721886650.181,0.5,
1721886651.152,0.5,
1721886652.651,0.55,
1721886654.636,0.57,
1721886655.137,0.57,
1721886656.11,0.57,
1721886657.111,0.57,
1721886658.089,0.57,
1721886659.1,0.57,
1721886660.109,0.58,
1721886661.106,0.58,
1721886662.577,0.57,
1721886664.054,0.58,
1721886665.056,0.58,
1721886666.059,0.58,
1721886667.575,0.58,
1721886668.567,0.58,
1721886669.068,0.58,
1721886670.063,0.58,
1721886671.552,0.58,
1721886672.058,0.58,
1721886674.051,0.58,
1721886677.005,0.58,
1721886678.989,0.6,
1721886679.983,0.6,
1721886680.967,0.6,
1721886681.953,0.6,
1721886682.975,0.6,
1721886683.985,0.6,
1721886685.005,0.58,
1721886685.992,0.58,
1721886687.975,0.59,
1721886689.965,0.58,
1721886688.966,0.59,
1721886691.451,0.58,
1721886691.939,0.61,
1721886692.938,0.61,
1721886693.934,0.61,
1721886694.942,0.61,
1721886696.423,0.61,
1721886696.913,0.61,
1721886698.413,0.61,
1721886698.924,0.61,
1721886699.915,0.61,
1721886701.404,0.61,
1721886703.4,0.58,
1721886703.891,0.58,
1721886705.912,0.56,
1721886706.875,0.54,
1721886707.885,0.51,
1721886708.89,0.5,
1721886710.377,0.5,
1721886711.898,0.48,
1721886713.381,0.48,
1721886713.869,0.47,
1721886715.379,0.46,
1721886715.89,0.46,
1721886716.907,0.46,
1721886717.908,0.45,
1721886719.429,0.45,
1721886719.91,0.45,
1721886720.915,0.45,
1721886722.418,0.45,
1721886723.426,0.45,
1721886724.424,0.45,
1721886724.934,0.45,
1721886725.925,0.45,
1721886727.934,0.45,
1721886728.942,0.45,
1721886730.435,0.45,
1721886730.922,0.45,
1721886731.923,0.46,
1721886732.921,0.46,
1721886733.935,0.46,
1721886735.44,0.46,
1721886735.944,0.46,
1721886736.934,0.46,
1721886737.928,0.46,
1721886738.923,0.46,
1721886739.913,0.47,
1721886741.435,0.48,
1721886741.943,0.48,
1721886743.474,0.48,
1721886743.978,0.48,
1721886744.984,0.48,
1721886745.974,0.52,
1721886746.976,0.52,
1721886748.456,0.52,
1721886748.947,0.62,
1721886749.932,0.62,
1721886751.414,0.6,
1721886751.903,0.6,
1721886752.912,0.6,
1721886754.931,0.57,
1721886755.926,0.57,
1721886756.927,0.57,
1721886758.456,0.57,
1721886758.938,0.57,
1721886759.94,0.57,
1721886760.933,0.56,
1721886761.921,0.54,
1721886763.405,0.54,
1721886763.902,0.53,
1721886764.893,0.52,
1721886766.403,0.52,
1721886766.911,0.52,
1721886768.932,0.51,
1721886769.93,0.52,
1721886770.948,0.52,
1721886771.935,0.53,
1721886772.951,0.53,
1721886774.435,0.53,
1721886775.416,0.53,
1721886776.405,0.53,
1721886776.897,0.53,
1721886777.899,0.51,
1721886779.399,0.51,
1721886780.408,0.51,
1721886781.893,0.52,
