time,spo2
1721884469.047,99,
1721884470.541,99,
1721884471.53,99,
1721884472.041,99,
1721884473.028,99,
1721884474.042,99,
1721884476.046,99,
1721884479.057,99,
1721884480.045,99,
1721884481.02,98,
1721884482.536,98,
1721884483.539,98,
1721884484.543,98,
1721884485.538,98,
1721884486.036,98,
1721884487.535,98,
1721884488.548,98,
1721884490.054,98,
1721884491.53,98,
1721884492.505,98,
1721884493.487,98,
1721884493.988,98,
1721884494.974,98,
1721884496.983,98,
1721884497.987,98,
1721884498.968,98,
1721884499.963,98,
1721884501.469,98,
1721884502.481,98,
1721884502.967,98,
1721884504.466,98,
1721884504.968,98,
1721884507.492,98,
1721884507.991,98,
1721884509.493,98,
1721884509.98,98,
1721884510.986,98,
1721884511.964,98,
1721884512.982,98,
1721884513.978,98,
1721884514.963,98,
1721884516.446,98,
1721884517.455,98,
1721884517.96,98,
1721884518.962,98,
1721884519.932,98,
1721884521.452,98,
1721884521.973,98,
1721884522.969,98,
1721884524.961,98,
1721884526.928,98,
1721884528.414,98,
1721884528.904,98,
1721884529.897,98,
1721884530.89,98,
1721884531.892,98,
1721884532.885,98,
1721884534.373,98,
1721884534.858,98,
1721884535.859,98,
1721884535.847,98,
1721884536.854,98,
1721884537.849,98,
1721884539.869,98,
1721884540.862,98,
1721884540.846,98,
1721884541.811,98,
1721884542.823,98,
1721884544.352,98,
1721884544.857,98,
1721884546.868,98,
1721884548.369,98,
1721884547.855,98,
1721884549.324,98,
1721884549.815,98,
1721884551.81,98,
1721884552.783,98,
1721884554.798,97,
1721884555.768,97,
1721884557.275,97,
1721884557.782,97,
1721884559.289,97,
1721884559.789,97,
1721884560.789,97,
1721884561.79,97,
1721884563.257,97,
1721884563.743,97,
1721884564.731,97,
1721884567.673,97,
1721884568.672,97,
1721884569.691,97,
1721884570.693,97,
1721884571.703,97,
1721884572.686,97,
1721884576.717,97,
1721884577.719,97,
1721884580.249,97,
1721884580.743,97,
1721884581.751,97,
1721884582.752,97,
1721884583.768,97,
1721884584.756,97,
1721884586.73,97,
1721884585.74,97,
1721884587.768,97,
1721884588.782,97,
1721884589.782,97,
1721884590.778,97,
1721884591.774,97,
1721884592.754,97,
1721884594.246,97,
1721884594.745,97,
1721884596.25,97,
1721884596.738,97,
1721884597.722,97,
1721884598.726,97,
1721884599.734,97,
1721884600.698,97,
1721884601.662,97,
1721884602.669,97,
1721884604.163,97,
1721884604.659,97,
1721884606.136,97,
1721884607.642,97,
1721884608.668,97,
1721884609.673,97,
1721884610.685,97,
1721884611.664,97,
1721884612.689,97,
1721884612.689,97,
1721884612.705,97,
1721884612.73,97,
1721884612.711,97,
1721884612.719,97,
1721884613.206,97,
1721884612.709,97,
1721884620.698,99,
1721884621.701,99,
1721884622.692,99,
1721884623.697,99,
1721884624.721,99,
1721884626.699,99,
1721884627.685,99,
1721884630.14,99,
1721884630.646,99,
1721884631.632,99,
1721884632.632,99,
1721884633.617,99,
1721884634.615,99,
1721884635.612,99,
1721884637.1,99,
1721884638.1,99,
1721884639.097,99,
1721884639.59,99,
1721884641.116,99,
1721884642.104,99,
1721884642.6,99,
1721884643.57,99,
1721884645.051,99,
1721884645.55,99,
1721884646.552,99,
1721884647.544,99,
1721884648.541,99,
1721884650.03,99,
1721884650.523,99,
1721884651.016,99,
1721884651.024,99,
1721884650.53,99,
1721884651.047,99,
1721884650.545,99,
1721884650.54,99,
1721884651.029,99,
1721884650.503,99,
1721884650.507,99,
1721884650.499,99,
1721884650.473,99,
1721884650.467,99,
1721884650.46,99,
1721884650.441,99,
1721884650.414,99,
1721884650.382,99,
1721884671.392,97,
1721884672.398,97,
1721884673.387,97,
1721884674.363,97,
1721884676.333,97,
1721884677.846,97,
1721884678.34,97,
1721884679.349,97,
1721884680.349,97,
1721884681.359,98,
1721884682.819,97,
1721884683.31,97,
1721884684.3,97,
1721884685.309,97,
1721884686.332,97,
1721884687.327,97,
1721884688.329,97,
1721884689.317,97,
1721884690.818,97,
1721884692.317,97,
1721884693.334,97,
1721884694.317,97,
1721884695.33,97,
1721884696.342,97,
1721884697.872,97,
1721884698.356,97,
1721884699.347,97,
1721884701.345,97,
1721884703.823,97,
1721884704.325,97,
1721884705.337,97,
1721884706.35,97,
1721884707.352,97,
1721884708.346,98,
1721884709.336,98,
1721884710.313,98,
1721884711.307,98,
1721884713.288,98,
1721884714.291,99,
1721884715.269,99,
1721884716.265,99,
1721884717.242,99,
1721884718.213,99,
1721884719.694,99,
1721884721.192,99,
1721884723.175,99,
1721884724.16,99,
1721884725.154,99,
1721884726.635,99,
1721884727.126,99,
1721884728.129,99,
1721884729.145,99,
1721884730.141,99,
1721884731.146,99,
1721884732.148,99,
1721884733.133,99,
1721884734.114,99,
1721884735.128,99,
1721884736.109,99,
1721884738.078,99,
1721884740.076,99,
1721884742.582,99,
1721884743.591,99,
1721884744.562,99,
1721884745.55,99,
1721884746.041,99,
1721884747.512,99,
1721884748.005,99,
1721884749.007,99,
1721884749.982,99,
1721884750.961,99,
1721884752.94,99,
1721884753.946,99,
1721884755.906,99,
1721884757.808,99,
1721884759.332,99,
1721884759.825,99,
1721884760.816,99,
1721884763.3,99,
1721884763.805,99,
1721884765.284,99,
1721884765.78,99,
1721884766.782,99,
1721884767.775,99,
1721884768.787,99,
1721884770.791,99,
1721884771.818,99,
1721884772.817,99,
1721884773.812,98,
1721884774.807,98,
1721884775.822,98,
1721884777.317,98,
1721884777.833,98,
1721884779.341,98,
1721884779.846,98,
1721884780.845,98,
1721884781.841,98,
1721884782.848,98,
1721884783.849,98,
1721884785.351,98,
1721884786.35,98,
1721884787.366,98,
1721884787.858,98,
1721884788.86,98,
1721884789.854,98,
1721884791.847,98,
1721884792.852,98,
1721884793.843,98,
1721884794.854,98,
1721884796.342,98,
1721884796.84,98,
1721884797.839,98,
1721884799.821,98,
1721884800.823,98,
1721884801.834,97,
1721884803.331,97,
1721884803.833,97,
1721884804.83,97,
1721884805.826,97,
1721884807.321,97,
1721884807.82,97,
1721884808.825,97,
1721884809.815,97,
1721884810.814,97,
1721884812.312,97,
1721884813.32,97,
1721884814.791,97,
1721884815.777,97,
1721884816.779,97,
1721884818.286,97,
1721884818.785,97,
1721884819.801,97,
1721884820.822,97,
1721884821.82,97,
1721884822.791,97,
1721884824.776,97,
1721884826.779,96,
1721884828.271,96,
1721884829.295,96,
1721884829.788,96,
1721884831.305,96,
1721884831.81,96,
1721884832.837,96,
1721884833.826,96,
1721884834.822,96,
1721884835.812,96,
1721884837.288,96,
1721884838.775,96,
1721884839.252,96,
1721884839.738,96,
1721884841.25,96,
1721884841.764,96,
1721884842.765,96,
1721884844.271,99,
1721884845.748,99,
1721884846.742,99,
1721884848.728,99,
1721884852.724,99,
1721884855.165,99,
1721884855.66,99,
1721884856.662,99,
1721884857.655,99,
1721884859.136,99,
1721884859.64,99,
1721884860.648,97,
1721884862.607,97,
1721884864.104,97,
1721884865.096,97,
1721884865.602,97,
1721884867.125,97,
1721884867.628,97,
1721884868.624,97,
1721884869.623,97,
1721884871.104,97,
1721884871.603,97,
1721884872.598,97,
1721884874.078,97,
1721884874.582,97,
1721884877.089,97,
1721884877.597,97,
1721884878.61,97,
1721884879.608,97,
1721884881.102,97,
1721884881.608,97,
1721884883.081,97,
1721884883.577,97,
1721884884.574,97,
1721884885.572,97,
1721884886.588,97,
1721884887.574,97,
1721884889.569,97,
1721884891.045,97,
1721884891.042,97,
1721884890.553,97,
1721884890.548,97,
1721884891.026,97,
1721884891.017,97,
1721884890.509,97,
1721884891.008,97,
1721884890.494,97,
1721884890.474,97,
1721884890.944,97,
1721884890.432,97,
1721884890.423,97,
1721884890.945,97,
1721884890.447,97,
1721884908.447,97,
1721884909.924,97,
1721884910.927,97,
1721884911.409,97,
1721884912.876,97,
1721884913.375,97,
1721884914.862,97,
1721884916.868,97,
1721884917.863,97,
1721884918.848,97,
1721884919.816,97,
1721884920.321,97,
1721884921.302,97,
1721884923.309,97,
1721884924.298,97,
1721884925.294,97,
1721884926.775,97,
1721884927.27,97,
1721884928.763,97,
1721884929.267,97,
1721884930.262,97,
1721884931.772,97,
1721884932.259,97,
1721884933.271,97,
1721884935.271,97,
1721884936.273,97,
1721884937.241,97,
1721884938.243,97,
1721884939.228,97,
1721884940.744,97,
1721884941.734,97,
1721884942.223,97,
1721884943.22,97,
1721884944.212,97,
1721884945.684,97,
1721884946.679,97,
1721884947.7,97,
1721884948.2,97,
1721884949.2,97,
1721884950.189,97,
1721884951.188,98,
1721884953.177,98,
1721884954.157,98,
1721884956.144,98,
1721884957.16,98,
1721884958.645,98,
1721884959.657,98,
1721884960.158,97,
1721884961.173,97,
1721884962.185,97,
1721884964.175,97,
1721884965.176,97,
1721884966.191,97,
1721884967.181,97,
1721884968.182,97,
1721884969.691,97,
1721884970.678,97,
1721884971.18,97,
1721884972.177,97,
1721884973.169,97,
1721884974.159,97,
1721884975.643,97,
1721884976.624,97,
1721884978.103,97,
1721884979.56,97,
1721884980.064,98,
1721884981.054,98,
1721884982.027,98,
1721884984.02,98,
1721884983.523,98,
1721884986.042,98,
1721884987.544,98,
1721884988.039,98,
1721884989.027,98,
1721884990.006,98,
1721884992.498,98,
1721884991.999,98,
1721884993.0,98,
1721884993.995,98,
1721884995.492,98,
1721884996.98,98,
1721884997.976,98,
1721884998.963,98,
1721885000.453,98,
1721885000.944,98,
1721885001.926,98,
1721885003.926,98,
1721885004.919,98,
1721885006.898,98,
1721885008.382,98,
1721885008.881,98,
1721885010.899,98,
1721885012.38,98,
1721885013.888,98,
1721885015.346,98,
1721885015.844,98,
1721885016.824,99,
1721885017.815,99,
1721885018.809,98,
1721885020.293,98,
1721885020.8,98,
1721885022.3,98,
1721885022.803,98,
1721885024.296,98,
1721885024.795,98,
1721885026.275,98,
1721885027.777,98,
1721885030.282,98,
1721885030.785,98,
1721885031.782,98,
1721885032.779,98,
1721885033.771,98,
1721885034.777,98,
1721885035.769,98,
1721885036.783,98,
1721885037.776,98,
1721885038.79,98,
1721885039.77,98,
1721885040.773,98,
1721885040.758,98,
1721885042.253,98,
1721885043.254,98,
1721885043.764,98,
1721885045.267,98,
1721885046.764,100,
1721885046.758,100,
1721885049.239,100,
1721885049.739,100,
1721885050.751,100,
1721885053.262,100,
1721885052.758,100,
1721885053.76,100,
1721885056.721,100,
1721885057.711,100,
1721885058.711,100,
1721885059.725,100,
1721885060.744,100,
1721885061.727,100,
1721885062.717,100,
1721885064.227,100,
1721885065.236,100,
1721885065.74,100,
1721885068.244,100,
1721885069.259,100,
1721885069.739,100,
1721885070.759,100,
1721885071.757,100,
1721885073.78,100,
1721885074.244,100,
1721885075.223,100,
1721885076.706,100,
1721885077.689,100,
1721885077.696,100,
1721885077.69,100,
1721885077.688,100,
1721885077.691,100,
1721885077.68,100,
1721885084.187,96,
1721885084.686,96,
1721885085.667,96,
1721885087.167,96,
1721885088.141,96,
1721885088.666,96,
1721885090.631,96,
1721885091.661,96,
1721885093.157,97,
1721885093.66,97,
1721885094.638,97,
1721885096.124,97,
1721885096.626,97,
1721885097.611,97,
1721885099.147,97,
1721885100.132,97,
1721885101.613,97,
1721885102.57,97,
1721885104.055,97,
1721885104.564,97,
1721885105.548,97,
1721885107.052,97,
1721885107.548,97,
1721885109.045,97,
1721885109.549,97,
1721885110.527,97,
1721885111.51,97,
1721885112.499,97,
1721885113.983,97,
1721885114.484,97,
1721885115.482,97,
1721885117.003,97,
1721885117.505,97,
1721885118.496,97,
1721885119.5,97,
1721885120.491,97,
1721885121.49,97,
1721885124.011,97,
1721885124.505,97,
1721885126.499,100,
1721885127.499,100,
1721885129.006,100,
1721885129.486,100,
1721885130.972,100,
1721885132.983,100,
1721885133.485,100,
1721885134.48,99,
1721885135.97,99,
1721885136.464,99,
1721885137.446,99,
1721885138.452,99,
1721885139.438,99,
1721885140.917,99,
1721885141.424,99,
1721885142.439,99,
1721885143.441,99,
1721885144.454,99,
1721885145.446,99,
1721885146.466,99,
1721885147.464,99,
1721885148.97,99,
1721885149.464,99,
1721885150.96,99,
1721885151.475,99,
1721885153.486,99,
1721885154.999,99,
1721885155.487,99,
1721885156.978,99,
1721885157.966,99,
1721885158.483,98,
1721885159.496,98,
1721885160.48,98,
1721885161.972,98,
1721885162.466,98,
1721885163.962,98,
1721885164.478,98,
1721885165.457,98,
1721885166.934,98,
1721885167.454,97,
1721885168.439,97,
1721885169.928,97,
1721885171.428,97,
1721885172.924,97,
1721885173.922,97,
1721885174.916,97,
1721885176.45,97,
1721885177.452,97,
1721885178.936,97,
1721885179.436,97,
1721885180.417,97,
1721885181.416,97,
1721885182.412,97,
1721885183.413,97,
1721885184.435,98,
1721885185.418,98,
1721885186.903,98,
1721885187.402,98,
1721885188.399,98,
1721885189.893,98,
1721885191.383,98,
1721885192.376,98,
1721885193.362,98,
1721885194.881,98,
1721885195.401,98,
1721885196.381,98,
1721885197.398,98,
1721885199.9,98,
1721885200.901,98,
1721885202.394,98,
1721885203.874,98,
1721885204.377,98,
1721885205.374,98,
1721885206.885,98,
1721885207.381,98,
1721885208.378,98,
1721885209.364,98,
1721885210.861,98,
1721885211.36,98,
1721885212.362,98,
1721885213.365,98,
1721885214.364,98,
1721885216.841,98,
1721885217.337,98,
1721885218.347,98,
1721885219.841,98,
1721885220.331,98,
1721885221.828,100,
1721885222.837,100,
1721885224.816,100,
1721885226.313,100,
1721885228.803,100,
1721885229.316,100,
1721885230.321,100,
1721885232.287,100,
1721885233.29,100,
1721885234.782,100,
1721885235.284,100,
1721885236.277,100,
1721885237.791,100,
1721885238.279,100,
1721885239.269,100,
1721885240.281,100,
1721885241.29,100,
1721885242.301,100,
1721885243.815,100,
1721885245.328,100,
1721885246.309,100,
1721885247.295,100,
1721885248.287,100,
1721885249.288,100,
1721885250.281,100,
1721885251.288,100,
1721885252.295,100,
1721885254.28,100,
1721885254.259,100,
1721885254.259,100,
1721885254.227,100,
1721885254.225,100,
1721885254.225,100,
1721885254.238,100,
1721885254.249,100,
1721885254.227,100,
1721885254.227,100,
1721885254.222,100,
1721885254.211,100,
1721885254.736,100,
1721885254.725,100,
1721885254.216,100,
1721885254.19,100,
1721885254.201,100,
1721885254.194,100,
1721885254.204,100,
1721885254.171,100,
1721885254.683,100,
1721885254.704,100,
1721885254.218,100,
1721885254.687,100,
1721885254.193,100,
1721885254.213,100,
1721885254.208,100,
1721885254.2,100,
1721885254.699,100,
1721885254.185,100,
1721885254.173,100,
1721885254.175,100,
1721885254.172,100,
1721885254.161,100,
1721885254.647,100,
1721885254.648,100,
1721885254.152,100,
1721885254.138,100,
1721885254.15,100,
1721885254.157,100,
1721885254.139,100,
1721885254.133,100,
1721885254.14,100,
1721885254.643,100,
1721885254.671,100,
1721885254.659,100,
1721885254.662,100,
1721885254.149,100,
1721885254.164,100,
1721885254.164,100,
1721885254.179,100,
1721885308.176,100,
1721885309.177,100,
1721885310.142,100,
1721885311.146,100,
1721885312.149,100,
1721885313.168,100,
1721885314.679,100,
1721885315.176,100,
1721885316.17,100,
1721885317.161,100,
1721885318.163,100,
1721885319.141,100,
1721885320.156,100,
1721885321.164,100,
1721885322.171,100,
1721885323.188,100,
1721885324.183,100,
1721885326.664,100,
1721885329.179,100,
1721885330.151,99,
1721885331.155,99,
1721885332.156,99,
1721885333.63,99,
1721885334.144,99,
1721885335.655,99,
1721885336.148,99,
1721885337.152,99,
1721885338.146,99,
1721885339.126,99,
1721885340.111,99,
1721885341.093,99,
1721885342.087,99,
1721885343.08,99,
1721885344.07,99,
1721885345.067,99,
1721885346.095,99,
1721885347.092,99,
1721885348.078,99,
1721885349.08,99,
1721885353.992,99,
1721885355.005,99,
1721885355.981,99,
1721885358.505,99,
1721885358.006,99,
1721885359.014,99,
1721885359.038,99,
1721885362.488,100,
1721885363.004,100,
1721885364.482,100,
1721885365.504,100,
1721885366.008,100,
1721885367.496,100,
1721885367.998,100,
1721885369.488,100,
1721885371.004,100,
1721885372.479,100,
1721885374.501,100,
1721885374.001,100,
1721885375.502,100,
1721885375.999,100,
1721885377.49,100,
1721885377.991,100,
1721885379.51,100,
1721885380.013,100,
1721885382.019,100,
1721885381.02,100,
1721885383.033,100,
1721885385.041,100,
1721885386.533,100,
1721885387.019,100,
1721885390.535,100,
1721885391.037,100,
1721885393.51,100,
1721885394.019,100,
1721885395.007,100,
1721885396.017,100,
1721885397.01,100,
1721885398.482,100,
1721885399.976,100,
1721885400.945,100,
1721885401.953,100,
1721885402.967,100,
1721885403.938,100,
1721885404.959,100,
1721885405.942,100,
1721885406.958,100,
1721885408.463,100,
1721885408.962,100,
1721885410.463,100,
1721885410.955,100,
1721885411.937,100,
1721885412.929,100,
1721885414.434,100,
1721885415.405,100,
1721885415.899,100,
1721885416.899,100,
1721885417.895,100,
1721885419.379,100,
1721885419.89,99,
1721885420.898,99,
1721885421.898,100,
1721885422.92,100,
1721885423.888,100,
1721885424.883,100,
1721885425.861,100,
1721885427.366,100,
1721885428.87,100,
1721885429.846,100,
1721885430.833,99,
1721885432.838,99,
1721885433.834,99,
1721885434.842,99,
1721885435.832,99,
1721885437.327,99,
1721885437.847,99,
1721885438.849,99,
1721885439.858,99,
1721885441.345,99,
1721885442.336,99,
1721885442.833,99,
1721885443.815,99,
1721885444.826,99,
1721885445.838,99,
1721885447.846,99,
1721885448.877,99,
1721885450.385,99,
1721885450.882,99,
1721885453.387,99,
1721885453.88,99,
1721885454.868,99,
1721885455.879,99,
1721885457.386,99,
1721885457.886,99,
1721885459.882,98,
1721885460.849,98,
1721885462.33,98,
1721885463.311,98,
1721885463.816,98,
1721885465.313,98,
1721885465.808,99,
1721885466.798,99,
1721885468.295,99,
1721885469.801,99,
1721885471.286,99,
1721885471.788,99,
1721885472.798,99,
1721885473.824,99,
1721885474.828,99,
1721885476.832,100,
1721885477.842,100,
1721885479.794,100,
1721885480.808,100,
1721885482.291,100,
1721885482.778,100,
1721885483.761,100,
1721885486.224,99,
1721885488.209,99,
1721885488.707,99,
1721885489.698,99,
1721885491.184,99,
1721885492.172,99,
1721885493.652,99,
1721885495.176,99,
1721885497.69,99,
1721885499.176,99,
1721885500.164,99,
1721885501.671,99,
1721885504.634,99,
1721885505.636,99,
1721885507.141,99,
1721885508.649,99,
1721885510.124,99,
1721885511.607,99,
1721885512.601,99,
1721885513.571,99,
1721885515.084,99,
1721885514.579,99,
1721885515.062,99,
1721885514.561,99,
1721885514.563,99,
1721885514.566,99,
1721885520.545,100,
1721885521.548,100,
1721885522.556,100,
1721885523.549,100,
1721885524.539,100,
1721885526.036,100,
1721885526.526,100,
1721885528.021,100,
1721885529.037,100,
1721885529.533,100,
1721885531.014,100,
1721885531.503,100,
1721885532.525,100,
1721885534.014,100,
1721885534.517,100,
1721885536.019,100,
1721885536.524,100,
1721885537.538,100,
1721885539.013,100,
1721885539.504,100,
1721885540.506,100,
1721885541.512,100,
1721885542.516,99,
1721885544.027,99,
1721885544.536,99,
1721885546.035,99,
1721885546.538,99,
1721885547.524,99,
1721885548.507,99,
1721885549.504,99,
1721885550.508,99,
1721885552.507,99,
1721885552.005,99,
1721885553.507,99,
1721885554.502,99,
1721885555.528,99,
1721885556.519,99,
1721885559.037,99,
1721885560.028,99,
1721885560.525,99,
1721885562.006,99,
1721885562.502,99,
1721885564.011,99,
1721885565.009,99,
1721885565.499,99,
1721885566.5,99,
1721885567.489,99,
1721885568.49,99,
1721885569.483,99,
1721885571.503,99,
1721885572.49,99,
1721885573.495,99,
1721885574.492,99,
1721885576.481,99,
1721885577.501,99,
1721885579.0,99,
1721885579.499,99,
1721885580.479,99,
1721885581.502,99,
1721885582.465,99,
1721885583.455,99,
1721885584.461,99,
1721885585.464,99,
1721885586.454,99,
1721885587.451,99,
1721885588.928,99,
1721885589.407,99,
1721885590.418,99,
1721885591.436,99,
1721885592.444,99,
1721885593.437,99,
1721885594.96,99,
1721885596.457,99,
1721885597.465,99,
1721885598.477,99,
1721885599.464,99,
1721885600.46,99,
1721885601.97,99,
1721885603.446,99,
1721885604.945,99,
1721885605.438,99,
1721885606.465,99,
1721885607.459,99,
1721885609.466,99,
1721885608.453,99,
1721885611.499,99,
1721885612.498,100,
1721885613.962,100,
1721885614.46,100,
1721885615.455,100,
1721885616.447,100,
1721885617.445,100,
1721885618.442,100,
1721885619.426,100,
1721885621.416,100,
1721885622.899,100,
