time,temperature
1721885599.477,36.33,
1721885600.464,36.33,
1721885601.46,36.33,
1721885602.97,36.33,
1721885604.446,36.33,
1721885605.945,36.35,
1721885606.438,36.35,
1721885607.465,36.35,
1721885608.459,36.35,
1721885610.466,36.35,
1721885609.453,36.35,
1721885612.499,36.35,
1721885613.498,36.35,
1721885614.962,36.35,
1721885615.46,36.35,
1721885616.455,36.35,
1721885617.447,36.35,
1721885618.445,36.35,
1721885619.442,36.35,
1721885620.426,36.35,
1721885622.416,36.35,
1721885623.899,36.35,
1721885624.397,36.35,
1721885625.386,36.31,
1721885626.893,36.31,
1721885627.888,36.31,
1721885628.38,36.31,
1721885629.871,36.31,
1721885630.865,36.31,
1721885631.372,36.31,
1721885632.865,36.31,
1721885633.87,36.31,
1721885634.879,36.31,
1721885635.364,36.33,
1721885636.355,36.33,
1721885637.868,36.33,
1721885638.361,36.33,
1721885639.84,36.33,
1721885640.358,36.33,
1721885642.868,36.33,
1721885643.363,36.33,
1721885644.373,36.33,
1721885645.86,36.32,
1721885646.367,36.32,
1721885648.867,36.32,
1721885649.379,36.32,
1721885650.383,36.32,
1721885652.393,36.32,
1721885654.39,36.32,
1721885655.402,36.35,
1721885656.399,36.35,
1721885657.407,36.35,
1721885658.411,36.35,
1721885659.899,36.35,
1721885660.881,36.35,
1721885661.378,36.35,
1721885662.854,36.35,
1721885663.851,36.35,
1721885664.358,36.35,
1721885666.363,36.36,
1721885667.842,36.36,
1721885668.35,36.36,
1721885669.364,36.36,
1721885670.372,36.36,
1721885671.881,36.36,
1721885672.379,36.36,
1721885673.371,36.36,
1721885674.35,36.36,
1721885675.847,36.33,
1721885676.865,36.33,
1721885677.355,36.33,
1721885678.841,36.33,
1721885681.344,36.33,
1721885682.327,36.33,
1721885683.329,36.33,
1721885684.343,36.33,
1721885685.34,36.32,
1721885686.347,36.32,
1721885687.347,36.32,
1721885688.349,36.32,
1721885689.857,36.32,
1721885690.366,36.32,
1721885691.375,36.32,
1721885692.372,36.32,
1721885693.366,36.32,
1721885694.361,36.32,
1721885695.34,36.34,
1721885696.852,36.34,
1721885698.333,36.34,
1721885699.347,36.34,
1721885700.327,36.34,
1721885701.811,36.34,
1721885704.285,36.34,
1721885706.256,36.34,
1721885707.255,36.34,
1721885708.251,36.34,
1721885709.222,36.34,
1721885710.249,36.34,
1721885711.247,36.34,
1721885712.728,36.34,
1721885713.228,36.34,
1721885714.205,36.34,
1721885715.204,36.34,
1721885716.692,36.37,
1721885717.681,36.37,
1721885718.185,36.37,
1721885719.184,36.37,
1721885720.187,36.37,
1721885721.175,36.37,
1721885722.153,36.37,
1721885723.15,36.37,
1721885724.138,36.37,
1721885726.129,36.31,
1721885730.061,36.31,
1721885731.078,36.31,
1721885732.083,36.31,
1721885733.083,36.31,
1721885734.546,36.31,
1721885735.044,36.31,
1721885736.059,36.31,
1721885737.059,36.31,
1721885738.052,36.31,
1721885739.526,36.31,
1721885740.029,36.31,
1721885741.023,36.31,
1721885743.018,36.31,
1721885744.012,36.31,
1721885745.003,36.31,
1721885746.513,36.35,
1721885747.022,36.35,
1721885748.026,36.35,
1721885749.037,36.35,
1721885750.048,36.35,
1721885751.071,36.35,
1721885754.084,36.35,
1721885755.08,36.35,
1721885756.078,36.34,
1721885757.055,36.34,
1721885758.061,36.34,
1721885759.039,36.34,
1721885760.04,36.34,
1721885761.041,36.34,
1721885762.055,36.34,
1721885764.536,36.34,
1721885765.022,36.34,
1721885766.046,36.34,
1721885767.045,36.34,
1721885768.532,36.34,
1721885770.022,36.34,
1721885771.497,36.34,
1721885771.997,36.34,
1721885772.999,36.34,
1721885774.485,36.34,
1721885775.482,36.34,
1721885780.452,36.37,
1721885780.95,36.37,
1721885781.907,36.37,
1721885783.416,36.37,
1721885783.92,36.37,
1721885785.42,36.37,
1721885786.414,36.36,
1721885787.4,36.36,
1721885787.889,36.36,
1721885788.887,36.36,
1721885789.883,36.36,
1721885790.865,36.36,
1721885791.867,36.36,
1721885792.863,36.36,
1721885794.346,36.36,
1721885794.847,36.36,
1721885795.846,36.32,
1721885796.86,36.32,
1721885797.841,36.32,
1721885798.838,36.32,
1721885800.328,36.32,
1721885801.802,36.32,
1721885802.816,36.32,
1721885804.312,36.32,
1721885804.822,36.32,
1721885807.346,36.34,
1721885807.845,36.34,
1721885808.838,36.34,
1721885809.841,36.34,
1721885810.838,36.34,
1721885811.841,36.34,
1721885813.85,36.34,
1721885814.849,36.34,
1721885816.318,36.32,
1721885817.336,36.32,
1721885817.839,36.32,
1721885818.817,36.32,
1721885820.305,36.32,
1721885820.809,36.32,
1721885821.788,36.32,
1721885822.79,36.32,
1721885823.772,36.32,
1721885824.772,36.32,
1721885825.762,36.33,
1721885827.257,36.33,
1721885827.757,36.33,
1721885828.765,36.33,
1721885830.258,36.33,
1721885831.239,36.33,
1721885832.247,36.33,
1721885833.248,36.33,
1721885833.751,36.33,
1721885835.726,36.33,
1721885837.706,36.33,
1721885836.715,36.33,
1721885838.684,36.33,
1721885840.194,36.33,
1721885840.683,36.33,
1721885841.658,36.33,
1721885842.63,36.33,
1721885843.636,36.33,
1721885846.13,36.35,
1721885846.616,36.35,
1721885847.609,36.35,
1721885848.616,36.35,
1721885850.123,36.35,
1721885850.627,36.35,
1721885851.638,36.35,
1721885852.646,36.35,
1721885854.638,36.35,
1721885855.641,36.3,
1721885856.619,36.3,
1721885857.61,36.3,
1721885858.6,36.3,
1721885859.613,36.3,
1721885862.07,36.3,
1721885862.581,36.3,
1721885863.585,36.3,
1721885865.1,36.3,
1721885866.097,36.31,
1721885867.086,36.31,
1721885868.087,36.31,
1721885868.563,36.31,
1721885869.56,36.31,
1721885870.567,36.31,
1721885871.562,36.31,
1721885874.055,36.31,
1721885874.562,36.31,
1721885875.555,36.34,
1721885877.57,36.34,
1721885879.07,36.34,
1721885880.052,36.34,
1721885881.053,36.34,
1721885881.562,36.34,
1721885883.579,36.34,
1721885884.545,36.34,
1721885886.534,36.3,
1721885887.529,36.3,
1721885888.538,36.3,
1721885889.541,36.3,
1721885890.52,36.3,
1721885892.005,36.3,
1721885892.513,36.3,
1721885894.483,36.3,
1721885893.502,36.3,
1721885895.486,36.31,
1721885896.479,36.31,
1721885897.478,36.31,
1721885898.475,36.31,
1721885899.468,36.31,
1721885903.951,36.31,
1721885904.953,36.31,
1721885905.465,36.35,
1721885906.453,36.35,
1721885907.474,36.35,
1721885908.466,36.35,
1721885909.467,36.35,
1721885910.467,36.35,
1721885911.45,36.35,
1721885912.962,36.35,
1721885913.454,36.35,
1721885914.953,36.35,
1721885916.458,36.37,
1721885918.941,36.37,
1721885919.43,36.37,
1721885920.944,36.37,
1721885921.444,36.37,
1721885923.437,36.37,
1721885924.438,36.37,
1721885926.902,36.35,
1721885928.4,36.35,
1721885929.417,36.35,
1721885930.421,36.35,
1721885931.42,36.35,
1721885932.417,36.35,
1721885933.416,36.35,
1721885934.431,36.35,
1721885935.447,36.33,
1721885936.954,36.33,
1721885937.448,36.33,
1721885938.458,36.33,
1721885939.425,36.33,
1721885940.458,36.33,
1721885941.476,36.33,
1721885942.483,36.33,
1721885943.484,36.33,
1721885944.475,36.33,
1721885945.473,36.32,
1721885946.479,36.32,
1721885947.503,36.32,
1721885948.502,36.32,
1721885949.498,36.32,
1721885950.494,36.32,
1721885951.999,36.32,
1721885953.005,36.32,
1721885953.515,36.32,
1721885954.49,36.32,
1721885955.484,36.31,
1721885956.489,36.31,
1721885958.449,36.31,
1721885959.417,36.31,
1721885960.424,36.31,
1721885961.402,36.31,
1721885962.391,36.31,
1721885963.39,36.31,
1721885964.383,36.31,
1721885965.403,36.31,
1721885966.39,36.31,
1721885967.38,36.31,
1721885968.376,36.31,
1721885969.855,36.31,
1721885970.334,36.31,
1721885971.321,36.31,
1721885972.324,36.31,
1721885973.316,36.31,
1721885974.327,36.31,
1721885975.809,36.31,
1721885976.812,36.27,
1721885978.31,36.27,
1721885980.309,36.27,
1721885981.294,36.27,
1721885982.771,36.27,
1721885983.282,36.27,
1721885984.785,36.27,
1721885985.264,36.27,
1721885986.259,36.32,
1721885987.254,36.32,
1721885988.733,36.32,
1721885989.746,36.32,
1721885990.72,36.32,
1721885991.227,36.32,
1721885992.214,36.32,
1721885993.207,36.32,
1721885994.225,36.32,
1721885995.719,36.32,
1721885996.228,36.28,
1721885997.212,36.28,
1721885998.216,36.28,
1721885999.71,36.28,
1721886000.706,36.28,
1721886002.19,36.28,
1721886005.177,36.28,
1721886006.151,36.31,
1721886007.162,36.31,
1721886008.166,36.31,
1721886009.153,36.31,
1721886010.163,36.31,
1721886011.145,36.31,
1721886012.137,36.31,
1721886013.117,36.31,
1721886015.1,36.31,
1721886016.099,36.34,
1721886017.077,36.34,
1721886018.564,36.34,
1721886020.054,36.34,
1721886021.058,36.34,
1721886022.059,36.34,
1721886023.052,36.34,
1721886024.564,36.34,
1721886025.066,36.34,
1721886026.059,36.29,
1721886028.059,36.29,
1721886029.546,36.29,
1721886030.569,36.29,
1721886031.061,36.29,
1721886032.083,36.29,
1721886033.087,36.29,
1721886034.093,36.29,
1721886035.112,36.29,
1721886036.091,36.25,
1721886037.1,36.25,
1721886038.605,36.25,
1721886039.09,36.25,
1721886040.095,36.25,
1721886041.102,36.25,
1721886042.093,36.25,
1721886043.08,36.25,
1721886044.1,36.25,
1721886045.085,36.25,
1721886046.101,36.3,
1721886047.085,36.3,
1721886048.56,36.3,
1721886049.53,36.3,
1721886050.042,36.3,
1721886054.013,36.3,
1721886055.02,36.3,
1721886056.005,36.3,
1721886057.008,36.3,
1721886058.01,36.3,
1721886058.968,36.3,
1721886059.985,36.3,
1721886062.483,36.3,
1721886062.968,36.3,
1721886063.968,36.3,
1721886064.972,36.3,
1721886066.455,36.31,
1721886066.972,36.31,
1721886068.465,36.31,
1721886069.449,36.31,
1721886069.954,36.31,
1721886071.938,36.31,
1721886073.947,36.31,
1721886075.443,36.31,
1721886076.962,36.32,
1721886077.931,36.32,
1721886079.425,36.32,
1721886080.426,36.32,
1721886080.92,36.32,
1721886081.92,36.32,
1721886083.427,36.32,
1721886083.94,36.32,
1721886085.445,36.32,
1721886085.95,36.35,
1721886086.939,36.35,
1721886087.951,36.35,
1721886089.942,36.35,
1721886090.943,36.35,
1721886092.44,36.35,
1721886093.467,36.35,
1721886093.961,36.35,
1721886094.971,36.35,
1721886095.971,36.35,
1721886096.954,36.35,
1721886097.978,36.35,
1721886098.977,36.35,
1721886099.985,36.35,
1721886102.457,36.35,
1721886103.944,36.35,
1721886104.952,36.35,
1721886105.94,36.26,
1721886106.933,36.26,
1721886107.933,36.26,
1721886109.439,36.26,
1721886109.943,36.26,
1721886110.955,36.26,
1721886112.955,36.26,
1721886113.944,36.26,
1721886114.957,36.26,
1721886116.439,36.29,
1721886116.947,36.29,
1721886117.927,36.29,
1721886118.929,36.29,
1721886119.932,36.29,
1721886122.428,36.29,
1721886122.922,36.29,
1721886123.929,36.29,
1721886124.951,36.29,
1721886125.965,36.27,
1721886126.961,36.27,
1721886127.971,36.27,
1721886129.99,36.27,
1721886131.002,36.27,
1721886132.51,36.27,
1721886133.006,36.27,
1721886133.984,36.27,
1721886135.482,36.27,
1721886135.99,36.27,
1721886136.95,36.27,
1721886137.938,36.27,
1721886138.961,36.27,
1721886139.962,36.27,
1721886140.978,36.27,
1721886141.988,36.27,
1721886143.485,36.27,
1721886144.487,36.27,
1721886145.488,36.27,
1721886145.995,36.31,
1721886147.023,36.31,
1721886148.01,36.31,
1721886149.009,36.31,
1721886149.997,36.31,
1721886150.996,36.31,
1721886152.971,36.31,
1721886153.961,36.31,
1721886154.969,36.31,
1721886156.457,36.28,
1721886156.963,36.28,
1721886157.96,36.28,
1721886159.47,36.28,
1721886159.971,36.28,
1721886160.972,36.28,
1721886161.964,36.28,
1721886162.958,36.28,
1721886163.96,36.28,
1721886164.943,36.28,
1721886166.948,36.26,
1721886167.927,36.26,
1721886168.913,36.26,
1721886169.893,36.26,
1721886171.417,36.26,
1721886171.919,36.26,
1721886172.928,36.26,
1721886174.434,36.26,
1721886174.948,36.26,
1721886175.951,36.33,
1721886176.933,36.33,
1721886178.428,36.33,
1721886179.913,36.33,
1721886181.411,36.33,
1721886182.423,36.33,
1721886182.907,36.33,
1721886183.893,36.33,
1721886184.883,36.33,
1721886186.362,36.31,
1721886186.853,36.31,
1721886187.858,36.31,
1721886188.865,36.31,
1721886189.831,36.31,
1721886190.816,36.31,
1721886191.823,36.31,
1721886193.305,36.31,
1721886194.305,36.31,
1721886194.824,36.31,
1721886195.814,36.29,
1721886196.829,36.29,
1721886197.824,36.29,
1721886198.837,36.29,
1721886200.35,36.29,
1721886200.841,36.29,
1721886201.857,36.29,
1721886202.86,36.29,
1721886204.361,36.29,
1721886204.87,36.29,
1721886205.86,36.34,
1721886206.865,36.34,
1721886207.854,36.34,
1721886208.857,36.34,
1721886209.873,36.34,
1721886211.365,36.34,
1721886211.858,36.34,
1721886212.85,36.34,
1721886213.859,36.34,
1721886216.332,36.33,
1721886217.342,36.33,
1721886217.842,36.33,
1721886218.862,36.33,
1721886219.857,36.33,
1721886220.854,36.33,
1721886222.337,36.33,
1721886222.84,36.33,
1721886223.831,36.33,
1721886224.805,36.33,
1721886226.295,36.35,
1721886227.309,36.35,
1721886227.809,36.35,
1721886229.291,36.35,
1721886229.823,36.35,
1721886230.788,36.35,
1721886233.817,36.35,
1721886234.816,36.35,
1721886235.811,36.31,
1721886236.79,36.31,
1721886237.802,36.31,
1721886238.802,36.31,
1721886239.789,36.31,
1721886241.296,36.31,
1721886241.791,36.31,
1721886242.777,36.31,
1721886243.751,36.31,
1721886244.764,36.31,
1721886245.788,36.39,
1721886246.791,36.39,
1721886249.293,36.39,
1721886249.78,36.39,
1721886251.79,36.39,
1721886252.765,36.39,
1721886254.277,36.39,
1721886254.777,36.39,
1721886255.767,36.4,
1721886256.763,36.4,
1721886257.746,36.4,
1721886258.744,36.4,
1721886259.729,36.4,
1721886260.736,36.4,
1721886261.743,36.4,
1721886262.734,36.4,
1721886263.736,36.4,
1721886264.745,36.4,
1721886265.744,36.34,
1721886266.744,36.34,
1721886267.749,36.34,
1721886268.764,36.34,
1721886270.781,36.34,
1721886271.813,36.34,
1721886272.813,36.34,
1721886273.829,36.34,
1721886274.827,36.34,
1721886276.302,36.4,
1721886278.287,36.4,
1721886279.768,36.4,
1721886280.78,36.4,
1721886281.774,36.4,
1721886282.763,36.4,
1721886283.763,36.4,
1721886286.287,36.43,
1721886287.3,36.43,
1721886287.79,36.43,
1721886288.772,36.43,
1721886289.791,36.43,
1721886291.296,36.43,
1721886291.783,36.43,
1721886293.259,36.43,
1721886293.759,36.43,
1721886294.765,36.43,
1721886295.783,36.4,
1721886296.782,36.4,
1721886297.791,36.4,
1721886298.796,36.4,
1721886300.313,36.4,
1721886300.808,36.4,
1721886303.809,36.4,
1721886304.813,36.4,
1721886305.806,36.5,
1721886306.801,36.5,
1721886307.785,36.5,
1721886309.297,36.5,
1721886310.293,36.5,
1721886310.804,36.5,
1721886311.785,36.5,
1721886313.777,36.5,
1721886314.751,36.5,
1721886315.726,36.45,
1721886316.729,36.45,
1721886318.213,36.45,
1721886319.725,36.45,
1721886320.708,36.45,
1721886321.719,36.45,
1721886322.721,36.45,
1721886323.725,36.45,
1721886325.21,36.45,
1721886325.712,36.44,
1721886328.178,36.44,
1721886329.71,36.44,
1721886330.709,36.44,
1721886331.71,36.44,
1721886333.224,36.44,
1721886334.7,36.44,
1721886335.693,36.44,
1721886337.177,36.44,
1721886337.674,36.44,
1721886339.156,36.44,
1721886339.652,36.44,
1721886340.653,36.44,
1721886341.639,36.44,
1721886342.617,36.44,
1721886343.604,36.44,
1721886344.613,36.44,
1721886345.615,36.47,
1721886346.615,36.47,
1721886347.607,36.47,
1721886348.599,36.47,
1721886349.605,36.47,
1721886351.105,36.47,
1721886351.59,36.47,
1721886353.095,36.47,
1721886353.598,36.47,
1721886354.598,36.47,
1721886355.58,36.48,
1721886356.581,36.48,
1721886358.081,36.48,
1721886358.574,36.48,
1721886359.584,36.48,
1721886360.566,36.48,
1721886361.577,36.48,
1721886363.071,36.48,
1721886363.577,36.48,
1721886364.587,36.48,
1721886365.591,36.54,
1721886367.588,36.54,
1721886368.585,36.54,
1721886369.59,36.54,
1721886370.589,36.54,
1721886371.583,36.54,
1721886372.571,36.54,
1721886373.563,36.54,
1721886375.056,36.54,
1721886378.537,36.51,
1721886379.538,36.51,
1721886380.545,36.51,
1721886382.051,36.51,
1721886382.54,36.51,
1721886383.542,36.51,
1721886384.542,36.51,
1721886385.568,36.49,
1721886386.573,36.49,
1721886387.565,36.49,
1721886388.552,36.49,
1721886389.552,36.49,
1721886390.534,36.49,
1721886391.513,36.49,
1721886393.029,36.49,
1721886393.529,36.49,
1721886395.027,36.49,
1721886395.519,36.52,
1721886396.53,36.52,
1721886397.521,36.52,
1721886398.529,36.52,
1721886399.526,36.52,
1721886400.543,36.52,
1721886401.547,36.52,
1721886403.522,36.52,
1721886405.036,36.52,
1721886407.021,36.55,
1721886407.531,36.55,
1721886408.522,36.55,
1721886410.546,36.55,
1721886411.539,36.55,
1721886412.55,36.55,
1721886413.55,36.55,
1721886415.049,36.55,
1721886415.555,36.55,
1721886417.051,36.55,
1721886418.052,36.55,
1721886419.068,36.55,
1721886419.568,36.55,
1721886420.546,36.55,
1721886422.028,36.55,
1721886422.528,36.55,
1721886423.509,36.55,
1721886424.502,36.55,
1721886425.503,36.55,
1721886426.488,36.52,
1721886427.51,36.52,
1721886429.019,36.52,
1721886430.037,36.52,
1721886430.544,36.52,
1721886431.554,36.52,
1721886433.568,36.52,
1721886435.045,36.52,
1721886436.547,36.51,
1721886437.55,36.51,
1721886438.535,36.51,
1721886440.025,36.51,
1721886440.537,36.51,
1721886441.532,36.51,
1721886442.544,36.51,
1721886443.55,36.51,
1721886444.545,36.51,
1721886445.545,36.56,
1721886446.537,36.56,
1721886448.036,36.56,
1721886448.532,36.56,
1721886449.535,36.56,
1721886450.544,36.56,
1721886452.02,36.56,
1721886453.526,36.56,
1721886454.528,36.56,
1721886455.561,36.53,
1721886456.579,36.53,
1721886457.563,36.53,
1721886459.057,36.53,
1721886459.546,36.53,
1721886460.544,36.53,
1721886462.046,36.53,
1721886462.549,36.53,
1721886464.026,36.53,
1721886464.523,36.53,
1721886465.501,36.53,
1721886466.51,36.56,
1721886468.021,36.56,
1721886469.009,36.56,
1721886469.496,36.56,
1721886470.532,36.56,
1721886471.525,36.56,
1721886472.542,36.56,
1721886473.529,36.56,
1721886475.046,36.56,
1721886475.551,36.59,
1721886476.553,36.59,
1721886478.056,36.59,
1721886479.55,36.59,
1721886480.559,36.59,
1721886481.55,36.59,
1721886482.541,36.59,
1721886485.043,36.59,
1721886485.54,36.59,
1721886487.047,36.59,
1721886487.544,36.59,
1721886488.543,36.59,
1721886489.543,36.59,
1721886490.567,36.59,
1721886491.573,36.59,
1721886492.542,36.59,
1721886493.55,36.59,
1721886494.532,36.59,
1721886495.543,36.59,
1721886496.542,36.61,
1721886497.528,36.61,
1721886498.527,36.61,
1721886499.527,36.61,
1721886501.007,36.61,
1721886503.023,36.61,
1721886503.514,36.61,
1721886504.524,36.61,
1721886505.535,36.61,
1721886506.521,36.56,
1721886507.512,36.56,
1721886509.015,36.56,
1721886509.526,36.56,
1721886511.013,36.56,
1721886511.508,36.56,
1721886513.541,36.56,
1721886514.529,36.56,
1721886516.052,36.56,
1721886517.054,36.57,
1721886517.544,36.57,
1721886519.021,36.57,
1721886519.531,36.57,
1721886520.519,36.57,
1721886521.522,36.57,
1721886522.539,36.57,
1721886523.548,36.57,
1721886524.533,36.57,
1721886525.547,36.57,
1721886526.541,36.59,
1721886528.036,36.59,
1721886528.531,36.59,
1721886529.539,36.59,
1721886530.537,36.59,
1721886531.537,36.59,
1721886533.029,36.59,
1721886533.537,36.59,
1721886534.542,36.59,
1721886536.057,36.58,
1721886536.565,36.58,
1721886537.561,36.58,
1721886538.591,36.58,
1721886540.092,36.58,
1721886540.586,36.58,
1721886541.604,36.58,
1721886542.602,36.58,
1721886543.597,36.58,
1721886544.593,36.58,
1721886545.604,36.63,
1721886546.581,36.63,
1721886547.564,36.63,
1721886548.554,36.63,
1721886550.07,36.63,
1721886550.567,36.63,
1721886552.074,36.63,
1721886552.572,36.63,
1721886555.086,36.63,
1721886556.06,36.66,
1721886556.555,36.66,
1721886557.552,36.66,
1721886558.53,36.66,
1721886559.505,36.66,
1721886561.499,36.66,
1721886562.507,36.66,
1721886563.521,36.66,
1721886565.963,36.66,
1721886567.944,36.62,
1721886569.462,36.62,
1721886570.975,36.62,
1721886571.471,36.62,
1721886572.455,36.62,
1721886573.973,36.62,
1721886574.469,36.62,
1721886575.449,36.62,
1721886577.454,36.65,
1721886579.459,36.65,
1721886580.453,36.65,
1721886581.454,36.65,
1721886582.446,36.65,
1721886583.93,36.65,
1721886584.435,36.65,
1721886585.427,36.65,
1721886587.412,36.63,
1721886588.426,36.63,
1721886589.404,36.63,
1721886590.381,36.63,
1721886591.38,36.63,
1721886592.39,36.63,
1721886594.37,36.63,
1721886595.856,36.63,
1721886596.365,36.64,
1721886597.352,36.64,
1721886598.345,36.64,
1721886599.341,36.64,
1721886600.364,36.64,
1721886601.834,36.64,
1721886602.846,36.64,
1721886603.338,36.64,
1721886604.802,36.64,
1721886605.287,36.64,
1721886606.286,36.63,
1721886607.307,36.63,
1721886608.81,36.63,
1721886609.302,36.63,
1721886610.304,36.63,
1721886611.304,36.63,
1721886612.322,36.63,
1721886613.297,36.63,
1721886614.261,36.63,
1721886615.254,36.63,
1721886616.254,36.66,
1721886617.727,36.66,
1721886618.225,36.66,
1721886619.232,36.66,
1721886620.728,36.66,
1721886621.217,36.66,
1721886622.725,36.66,
1721886623.205,36.66,
1721886624.181,36.66,
1721886625.182,36.66,
1721886626.171,36.67,
1721886627.154,36.67,
1721886628.647,36.67,
1721886629.652,36.67,
1721886630.164,36.67,
1721886631.664,36.67,
1721886633.149,36.67,
1721886634.147,36.67,
1721886635.663,36.67,
1721886636.187,36.65,
1721886638.18,36.65,
1721886639.173,36.65,
1721886640.147,36.65,
1721886641.655,36.65,
1721886642.667,36.65,
1721886643.667,36.65,
1721886644.167,36.65,
1721886645.182,36.65,
1721886646.18,36.67,
1721886647.653,36.67,
1721886648.148,36.67,
1721886649.172,36.67,
1721886650.203,36.67,
1721886651.181,36.67,
1721886652.152,36.67,
1721886653.651,36.67,
1721886655.636,36.67,
1721886656.137,36.64,
1721886657.11,36.64,
1721886658.111,36.64,
1721886659.089,36.64,
1721886660.1,36.64,
1721886661.109,36.64,
1721886662.106,36.64,
1721886663.577,36.64,
1721886665.054,36.64,
1721886666.056,36.71,
1721886667.059,36.71,
1721886668.575,36.71,
1721886669.567,36.71,
1721886670.068,36.71,
1721886671.063,36.71,
1721886672.552,36.71,
1721886673.058,36.71,
1721886675.051,36.71,
1721886677.005,36.69,
1721886678.989,36.69,
1721886679.983,36.69,
1721886680.967,36.69,
1721886681.953,36.69,
1721886682.975,36.69,
1721886683.985,36.69,
1721886685.005,36.69,
1721886685.992,36.68,
1721886687.975,36.68,
1721886689.965,36.68,
1721886688.966,36.68,
1721886691.451,36.68,
1721886691.939,36.68,
1721886692.938,36.68,
1721886693.934,36.68,
1721886694.942,36.68,
1721886696.423,36.66,
1721886696.913,36.66,
1721886698.413,36.66,
1721886698.924,36.66,
1721886699.915,36.66,
1721886701.404,36.66,
1721886703.4,36.66,
1721886703.891,36.66,
1721886705.912,36.64,
1721886706.875,36.64,
1721886707.885,36.64,
1721886708.89,36.64,
1721886710.377,36.64,
1721886711.898,36.64,
1721886713.381,36.64,
1721886713.869,36.64,
1721886715.379,36.64,
1721886715.89,36.67,
1721886716.907,36.67,
1721886717.908,36.67,
1721886719.429,36.67,
1721886719.91,36.67,
1721886720.915,36.67,
1721886722.418,36.67,
1721886723.426,36.67,
1721886724.424,36.67,
1721886724.934,36.67,
1721886725.925,36.67,
1721886727.934,36.67,
1721886728.942,36.67,
1721886730.435,36.67,
1721886730.922,36.67,
1721886731.923,36.67,
1721886732.921,36.67,
1721886733.935,36.67,
1721886735.44,36.67,
1721886735.944,36.71,
1721886736.934,36.71,
1721886737.928,36.71,
1721886738.923,36.71,
1721886739.913,36.71,
1721886741.435,36.71,
1721886741.943,36.71,
1721886743.474,36.71,
1721886743.978,36.71,
1721886744.984,36.71,
1721886745.974,36.68,
1721886746.976,36.68,
1721886748.456,36.68,
1721886748.947,36.68,
1721886749.932,36.68,
1721886751.414,36.68,
1721886751.903,36.68,
1721886752.912,36.68,
1721886754.931,36.68,
1721886755.926,36.7,
1721886756.927,36.7,
1721886758.456,36.7,
1721886758.938,36.7,
1721886759.94,36.7,
1721886760.933,36.7,
1721886761.921,36.7,
1721886763.405,36.7,
1721886763.902,36.7,
1721886764.893,36.7,
1721886766.403,36.68,
