time,temperature
1721886766.911,36.68,
1721886768.932,36.68,
1721886769.93,36.68,
1721886770.948,36.68,
1721886771.935,36.68,
1721886772.951,36.68,
1721886774.435,36.68,
1721886775.416,36.68,
1721886776.405,36.71,
1721886776.897,36.71,
1721886777.899,36.71,
1721886779.399,36.71,
1721886780.408,36.71,
1721886781.893,36.71,
1721886782.885,36.71,
1721886783.871,36.71,
1721886785.373,36.71,
1721886785.859,36.72,
1721886786.848,36.72,
1721886787.824,36.72,
1721886789.33,36.72,
1721886789.821,36.72,
1721886791.307,36.72,
1721886792.3,36.72,
1721886792.803,36.72,
1721886793.818,36.72,
1721886794.819,36.72,
1721886795.827,36.7,
1721886796.822,36.7,
1721886797.821,36.7,
1721886798.825,36.7,
1721886799.823,36.7,
1721886800.837,36.7,
1721886802.807,36.7,
1721886804.297,36.7,
1721886804.794,36.7,
1721886805.785,36.72,
1721886807.789,36.72,
1721886809.3,36.72,
1721886809.803,36.72,
1721886810.811,36.72,
1721886813.811,36.72,
1721886814.803,36.72,
1721886815.805,36.72,
1721886816.81,36.72,
1721886817.809,36.72,
1721886819.282,36.72,
1721886819.789,36.72,
1721886820.799,36.72,
1721886821.81,36.72,
1721886822.793,36.72,
1721886823.783,36.72,
1721886824.777,36.72,
1721886825.747,36.73,
1721886826.755,36.73,
1721886828.757,36.73,
1721886829.76,36.73,
1721886830.733,36.73,
1721886831.71,36.73,
1721886832.707,36.73,
1721886833.698,36.73,
1721886834.711,36.73,
1721886835.692,36.73,
1721886837.18,36.73,
1721886837.675,36.73,
1721886838.659,36.73,
1721886839.682,36.73,
1721886840.671,36.73,
1721886841.659,36.73,
1721886842.668,36.73,
1721886843.684,36.73,
1721886845.205,36.73,
1721886845.695,36.73,
1721886846.706,36.73,
1721886847.705,36.73,
1721886850.196,36.73,
1721886850.694,36.73,
1721886851.703,36.73,
1721886852.68,36.73,
1721886853.68,36.73,
1721886855.172,36.73,
1721886855.672,36.75,
1721886856.679,36.75,
1721886857.661,36.75,
1721886858.651,36.75,
1721886860.652,36.75,
1721886859.649,36.75,
1721886861.651,36.75,
1721886862.648,36.75,
1721886863.637,36.75,
1721886865.127,36.75,
1721886865.612,36.75,
1721886867.585,36.78,
1721886868.573,36.78,
1721886870.062,36.78,
1721886870.575,36.78,
1721886871.568,36.78,
1721886873.058,36.78,
1721886874.054,36.78,
1721886874.544,36.78,
1721886875.541,36.78,
1721886876.532,36.78,
1721886878.041,36.78,
1721886878.551,36.78,
1721886879.533,36.78,
1721886880.53,36.78,
1721886881.535,36.78,
1721886882.531,36.78,
1721886883.524,36.78,
1721886885.017,36.78,
1721886885.514,36.78,
1721886886.528,36.77,
1721886888.062,36.77,
1721886888.564,36.77,
1721886891.086,36.77,
1721886891.576,36.77,
1721886892.581,36.77,
1721886893.568,36.77,
1721886895.051,36.77,
1721886895.544,36.77,
1721886897.536,36.79,
1721886899.05,36.79,
1721886899.545,36.79,
1721886900.567,36.79,
1721886903.515,36.79,
1721886905.524,36.79,
1721886907.484,36.85,
1721886908.467,36.85,
1721886909.48,36.85,
1721886910.97,36.85,
1721886911.968,36.85,
1721886912.467,36.85,
1721886913.977,36.85,
1721886914.48,36.85,
1721886915.465,36.85,
1721886917.45,36.8,
1721886916.453,36.8,
1721886918.436,36.8,
1721886919.936,36.8,
1721886920.452,36.8,
1721886921.462,36.8,
1721886922.465,36.8,
1721886923.452,36.8,
1721886924.449,36.8,
1721886925.434,36.8,
1721886926.942,36.83,
1721886927.44,36.83,
1721886928.937,36.83,
1721886929.427,36.83,
1721886932.887,36.83,
1721886933.394,36.83,
1721886934.395,36.83,
1721886935.396,36.83,
1721886936.411,36.75,
1721886937.414,36.75,
1721886938.398,36.75,
1721886939.393,36.75,
1721886940.403,36.75,
1721886941.417,36.75,
1721886942.395,36.75,
1721886943.394,36.75,
1721886944.901,36.75,
1721886945.417,36.75,
1721886946.418,36.79,
1721886947.9,36.79,
1721886948.898,36.79,
1721886949.897,36.79,
1721886950.393,36.79,
1721886951.908,36.79,
1721886952.914,36.79,
1721886953.409,36.79,
1721886954.416,36.79,
1721886955.928,36.79,
1721886956.429,36.77,
1721886957.458,36.77,
1721886958.447,36.77,
1721886959.407,36.77,
1721886960.394,36.77,
1721886961.378,36.77,
1721886962.397,36.77,
1721886963.378,36.77,
1721886964.392,36.77,
1721886965.392,36.77,
1721886966.406,36.83,
1721886967.408,36.83,
1721886968.41,36.83,
1721886969.414,36.83,
1721886970.411,36.83,
1721886971.91,36.83,
1721886972.421,36.83,
1721886974.457,36.83,
1721886973.432,36.83,
1721886975.947,36.83,
1721886977.425,36.77,
1721886978.932,36.77,
1721886979.927,36.77,
1721886980.424,36.77,
1721886981.445,36.77,
1721886982.439,36.77,
1721886983.419,36.77,
1721886984.416,36.77,
1721886985.418,36.77,
1721886986.898,36.8,
1721886987.398,36.8,
1721886988.391,36.8,
1721886989.381,36.8,
1721886990.387,36.8,
1721886992.377,36.8,
1721886993.384,36.8,
1721886994.382,36.8,
1721886995.858,36.8,
1721886997.855,36.83,
1721886998.345,36.83,
1721886999.335,36.83,
1721887001.82,36.83,
1721887002.323,36.83,
1721887003.807,36.83,
1721887004.827,36.83,
1721887005.326,36.83,
1721887006.336,36.83,
1721887007.343,36.83,
1721887008.369,36.83,
1721887009.358,36.83,
1721887010.342,36.83,
1721887011.816,36.83,
1721887012.81,36.83,
1721887013.826,36.83,
1721887014.313,36.83,
1721887015.288,36.83,
1721887016.275,36.83,
1721887017.275,36.83,
1721887018.767,36.83,
1721887019.261,36.83,
1721887020.755,36.83,
1721887021.734,36.83,
1721887022.235,36.83,
1721887023.244,36.83,
1721887024.235,36.83,
1721887025.224,36.83,
1721887026.22,36.8,
1721887027.191,36.8,
1721887028.205,36.8,
1721887030.196,36.8,
1721887032.213,36.8,
1721887034.71,36.8,
1721887035.699,36.8,
1721887036.196,36.8,
1721887037.191,36.8,
1721887038.183,36.8,
1721887039.167,36.8,
1721887040.181,36.8,
1721887041.148,36.8,
1721887042.633,36.8,
1721887043.129,36.8,
1721887044.102,36.8,
1721887045.101,36.8,
1721887046.607,36.88,
1721887047.095,36.88,
1721887048.586,36.88,
1721887049.075,36.88,
1721887050.061,36.88,
1721887051.056,36.88,
1721887052.069,36.88,
1721887055.004,36.88,
1721887056.013,36.81,
1721887057.005,36.81,
1721887058.007,36.81,
1721887059.034,36.81,
1721887060.032,36.81,
1721887062.536,36.81,
1721887063.048,36.81,
1721887064.546,36.81,
1721887065.049,36.81,
1721887066.555,36.8,
1721887067.067,36.8,
1721887068.064,36.8,
1721887069.067,36.8,
1721887070.067,36.8,
1721887071.069,36.8,
1721887072.068,36.8,
1721887073.058,36.8,
1721887074.539,36.8,
1721887075.02,36.8,
1721887076.534,36.83,
1721887078.04,36.83,
1721887080.498,36.83,
1721887081.503,36.83,
1721887082.473,36.83,
1721887082.982,36.83,
1721887084.474,36.83,
1721887084.968,36.83,
1721887085.986,36.82,
1721887086.988,36.82,
1721887087.98,36.82,
1721887088.956,36.82,
1721887089.951,36.82,
1721887091.454,36.82,
1721887091.935,36.82,
1721887092.91,36.82,
1721887093.914,36.82,
1721887094.911,36.82,
1721887095.929,36.81,
1721887097.452,36.81,
1721887098.465,36.81,
1721887098.974,36.81,
1721887099.947,36.81,
1721887101.941,36.81,
1721887103.46,36.81,
1721887104.965,36.81,
1721887105.967,36.84,
1721887106.964,36.84,
1721887107.965,36.84,
1721887109.95,36.84,
1721887110.954,36.84,
1721887111.944,36.84,
1721887113.42,36.84,
1721887113.911,36.84,
1721887114.899,36.84,
1721887115.909,36.82,
1721887116.9,36.82,
1721887118.391,36.82,
1721887119.385,36.82,
1721887119.897,36.82,
1721887121.37,36.82,
1721887121.872,36.82,
1721887123.386,36.82,
1721887123.896,36.82,
1721887125.389,36.82,
1721887126.393,36.83,
1721887126.896,36.83,
1721887128.406,36.83,
1721887129.415,36.83,
1721887129.936,36.83,
1721887130.95,36.83,
1721887131.941,36.83,
1721887132.953,36.83,
1721887133.948,36.83,
1721887134.933,36.83,
1721887135.948,36.82,
1721887136.952,36.82,
1721887137.951,36.82,
1721887138.933,36.82,
1721887140.434,36.82,
1721887140.943,36.82,
1721887141.945,36.82,
1721887143.435,36.82,
1721887144.437,36.82,
1721887144.943,36.82,
1721887145.924,36.84,
1721887146.905,36.84,
1721887147.912,36.84,
1721887148.913,36.84,
1721887149.912,36.84,
1721887150.918,36.84,
1721887152.898,36.84,
1721887154.885,36.84,
1721887155.902,36.86,
1721887156.887,36.86,
1721887158.41,36.86,
1721887158.917,36.86,
1721887160.374,36.86,
1721887160.864,36.86,
1721887161.872,36.86,
1721887162.838,36.86,
1721887163.825,36.86,
1721887165.334,36.86,
1721887166.347,36.85,
1721887166.856,36.85,
1721887168.807,36.85,
1721887169.797,36.85,
1721887171.311,36.85,
1721887171.812,36.85,
1721887172.817,36.85,
1721887173.815,36.85,
1721887174.819,36.85,
1721887177.313,36.8,
1721887178.303,36.8,
1721887178.794,36.8,
1721887179.805,36.8,
1721887181.297,36.8,
1721887182.278,36.8,
1721887183.258,36.8,
1721887184.233,36.8,
1721887185.235,36.8,
1721887186.222,36.8,
1721887186.728,36.8,
1721887187.704,36.8,
1721887188.721,36.8,
1721887189.701,36.8,
1721887190.709,36.8,
1721887191.707,36.8,
1721887192.713,36.8,
1721887194.186,36.8,
1721887194.665,36.8,
1721887196.668,36.81,
1721887197.666,36.81,
1721887198.658,36.81,
1721887199.659,36.81,
1721887200.624,36.81,
1721887202.103,36.81,
1721887202.587,36.81,
1721887204.1,36.81,
1721887205.09,36.81,
1721887205.593,36.81,
1721887207.582,36.85,
1721887208.565,36.85,
1721887209.559,36.85,
1721887210.552,36.85,
1721887211.559,36.85,
1721887212.581,36.85,
1721887214.052,36.85,
1721887215.055,36.85,
1721887215.556,36.85,
1721887216.572,36.83,
1721887217.559,36.83,
1721887218.549,36.83,
1721887219.558,36.83,
1721887220.545,36.83,
1721887221.539,36.83,
1721887222.52,36.83,
1721887223.496,36.83,
1721887224.994,36.83,
1721887225.981,36.83,
1721887226.486,36.83,
1721887227.491,36.83,
1721887228.987,36.83,
1721887229.483,36.83,
1721887230.458,36.83,
1721887231.449,36.83,
1721887232.947,36.83,
1721887233.43,36.83,
1721887234.45,36.83,
1721887235.446,36.83,
1721887236.434,36.84,
1721887237.938,36.84,
1721887238.454,36.84,
1721887242.736,36.86,
1721887243.707,36.86,
1721887244.714,36.86,
1721887245.707,36.86,
1721887246.689,36.86,
1721887248.178,36.86,
1721887249.195,36.86,
1721887249.687,36.86,
1721887250.675,36.86,
1721887252.159,36.86,
1721887252.662,36.89,
1721887254.642,36.89,
1721887255.647,36.89,
1721887256.652,36.89,
1721887257.654,36.89,
1721887259.15,36.89,
1721887259.653,36.89,
1721887261.154,36.89,
1721887261.65,36.89,
1721887263.184,36.85,
1721887263.686,36.85,
1721887264.677,36.85,
1721887265.669,36.85,
1721887266.657,36.85,
1721887267.658,36.85,
1721887268.676,36.85,
1721887269.675,36.85,
1721887270.659,36.85,
1721887271.651,36.85,
1721887272.623,36.85,
1721887273.637,36.85,
1721887275.147,36.85,
1721887275.634,36.85,
1721887276.645,36.85,
1721887277.676,36.85,
1721887278.673,36.85,
1721887280.174,36.85,
1721887280.672,36.85,
1721887281.706,36.85,
1721887282.693,36.87,
1721887283.708,36.87,
1721887284.704,36.87,
1721887285.714,36.87,
1721887287.231,36.87,
1721887287.729,36.87,
1721887289.232,36.87,
1721887289.747,36.87,
1721887290.759,36.87,
1721887291.741,36.87,
1721887292.735,36.84,
1721887293.731,36.84,
1721887294.73,36.84,
1721887296.227,36.84,
1721887296.742,36.84,
1721887298.736,36.84,
1721887300.209,36.84,
1721887300.688,36.84,
1721887302.656,36.83,
1721887305.139,36.83,
1721887305.635,36.83,
1721887307.132,36.83,
1721887308.129,36.83,
1721887309.13,36.83,
1721887309.631,36.83,
1721887310.629,36.83,
1721887311.647,36.83,
1721887313.142,36.83,
1721887315.151,36.83,
1721887315.638,36.83,
1721887316.615,36.83,
1721887317.611,36.83,
1721887318.626,36.83,
1721887320.573,36.83,
1721887321.556,36.83,
1721887322.541,36.83,
1721887323.538,36.86,
1721887325.06,36.86,
1721887325.559,36.86,
1721887327.537,36.86,
1721887328.563,36.86,
1721887330.074,36.86,
1721887330.57,36.86,
1721887332.089,36.86,
1721887332.607,36.86,
1721887334.09,36.88,
1721887334.593,36.88,
1721887336.093,36.88,
1721887336.593,36.88,
1721887337.585,36.88,
1721887339.539,36.88,
1721887340.56,36.88,
1721887341.552,36.88,
1721887342.542,36.88,
1721887344.016,36.82,
1721887344.527,36.82,
1721887345.529,36.82,
1721887347.011,36.82,
1721887347.99,36.82,
1721887348.48,36.82,
1721887349.494,36.82,
1721887350.475,36.82,
1721887352.463,36.82,
1721887353.487,36.88,
1721887354.486,36.88,
1721887355.482,36.88,
1721887356.466,36.88,
1721887357.46,36.88,
1721887358.449,36.88,
1721887359.445,36.88,
1721887360.424,36.88,
1721887361.901,36.88,
1721887362.912,36.88,
1721887363.408,36.85,
1721887364.41,36.85,
1721887365.377,36.85,
1721887366.856,36.85,
1721887367.348,36.85,
1721887368.873,36.85,
1721887369.374,36.85,
1721887370.854,36.85,
1721887371.349,36.85,
1721887372.366,36.85,
1721887373.374,36.87,
1721887374.381,36.87,
1721887377.898,36.87,
1721887379.399,36.87,
1721887380.383,36.87,
1721887381.379,36.87,
1721887382.385,36.87,
1721887383.395,36.86,
1721887384.391,36.86,
1721887385.373,36.86,
1721887386.382,36.86,
1721887387.412,36.86,
1721887388.409,36.86,
1721887389.419,36.86,
1721887390.392,36.86,
1721887391.383,36.86,
1721887392.895,36.86,
1721887393.383,36.85,
1721887394.371,36.85,
1721887395.38,36.85,
1721887396.383,36.85,
1721887397.369,36.85,
1721887398.376,36.85,
1721887399.373,36.85,
1721887400.371,36.85,
1721887401.875,36.85,
1721887402.364,36.85,
1721887403.85,36.9,
1721887404.355,36.9,
1721887405.358,36.9,
1721887406.368,36.9,
1721887407.373,36.9,
1721887408.368,36.9,
1721887409.345,36.9,
1721887410.333,36.9,
1721887411.313,36.9,
1721887412.296,36.9,
1721887413.287,36.89,
1721887414.286,36.89,
1721887415.288,36.89,
1721887417.28,36.89,
1721887418.273,36.89,
1721887419.258,36.89,
1721887421.224,36.89,
1721887422.737,36.89,
1721887423.215,36.87,
1721887424.221,36.87,
1721887425.227,36.87,
1721887426.708,36.87,
1721887428.19,36.87,
1721887429.169,36.87,
1721887430.675,36.87,
1721887431.171,36.87,
1721887432.177,36.87,
1721887433.199,36.82,
1721887435.17,36.82,
1721887436.162,36.82,
1721887437.155,36.82,
1721887438.152,36.82,
1721887439.144,36.82,
1721887440.143,36.82,
1721887441.147,36.82,
1721887442.147,36.82,
1721887443.143,36.83,
1721887444.144,36.83,
1721887445.145,36.83,
1721887446.614,36.83,
1721887447.103,36.83,
1721887448.088,36.83,
1721887449.094,36.83,
1721887450.099,36.83,
1721887451.1,36.83,
1721887453.599,36.82,
1721887454.083,36.82,
1721887455.074,36.82,
1721887456.557,36.82,
1721887457.055,36.82,
1721887458.063,36.82,
1721887459.06,36.82,
1721887460.064,36.82,
1721887461.056,36.82,
1721887462.038,36.82,
1721887463.02,36.85,
1721887464.01,36.85,
1721887465.023,36.85,
1721887466.013,36.85,
1721887467.022,36.85,
1721887468.025,36.85,
1721887472.014,36.85,
1721887473.011,36.9,
1721887474.007,36.9,
1721887474.999,36.9,
1721887475.993,36.9,
1721887477.982,36.9,
1721887479.46,36.9,
1721887479.955,36.9,
1721887480.967,36.9,
1721887481.957,36.9,
1721887482.961,36.85,
1721887483.959,36.85,
1721887484.943,36.85,
1721887485.94,36.85,
1721887486.932,36.85,
1721887488.43,36.85,
1721887489.433,36.85,
1721887489.934,36.85,
1721887492.39,36.85,
1721887492.888,36.84,
1721887494.39,36.84,
1721887495.877,36.84,
1721887496.864,36.84,
1721887498.377,36.84,
1721887499.387,36.84,
1721887500.87,36.84,
1721887502.4,36.84,
1721887502.882,36.82,
1721887504.38,36.82,
1721887504.871,36.82,
1721887506.388,36.82,
1721887506.889,36.82,
1721887508.367,36.82,
1721887508.872,36.82,
1721887509.87,36.82,
1721887510.865,36.82,
1721887512.348,36.82,
1721887512.853,36.84,
1721887513.831,36.84,
1721887515.331,36.84,
1721887515.806,36.84,
1721887516.79,36.84,
1721887517.785,36.84,
1721887518.782,36.84,
1721887519.784,36.84,
1721887520.783,36.84,
1721887521.781,36.84,
1721887523.274,36.82,
1721887524.262,36.82,
1721887524.768,36.82,
1721887526.263,36.82,
1721887527.276,36.82,
1721887527.786,36.82,
1721887528.78,36.82,
1721887529.782,36.82,
1721887531.274,36.82,
1721887532.257,36.82,
1721887534.263,36.79,
1721887535.254,36.79,
1721887536.754,36.79,
1721887537.749,36.79,
1721887539.229,36.79,
1721887539.744,36.79,
1721887540.738,36.79,
1721887541.744,36.79,
1721887542.736,36.83,
1721887544.208,36.83,
1721887545.216,36.83,
1721887546.19,36.83,
1721887546.691,36.83,
1721887547.67,36.83,
1721887548.677,36.83,
1721887549.653,36.83,
1721887551.636,36.83,
1721887553.133,36.83,
1721887553.619,36.77,
1721887554.63,36.77,
1721887555.62,36.77,
1721887556.618,36.77,
1721887557.628,36.77,
1721887558.584,36.77,
1721887559.585,36.77,
1721887562.093,36.77,
1721887563.093,36.77,
1721887570.078,36.8,
1721887570.56,36.8,
1721887572.071,36.8,
1721887573.553,36.74,
1721887574.533,36.74,
1721887575.528,36.74,
1721887576.522,36.74,
1721887577.526,36.74,
1721887580.533,36.74,
1721887581.575,36.74,
1721887582.572,36.74,
1721887583.547,36.76,
1721887584.558,36.76,
1721887585.554,36.76,
1721887586.548,36.76,
1721887587.514,36.76,
1721887588.511,36.76,
1721887589.517,36.76,
1721887591.023,36.76,
1721887592.027,36.76,
1721887592.534,36.76,
1721887593.509,36.77,
1721887594.489,36.77,
1721887595.498,36.77,
1721887597.006,36.77,
1721887598.497,36.77,
1721887599.509,36.77,
1721887600.512,36.77,
1721887603.46,36.75,
1721887605.448,36.75,
1721887606.453,36.75,
1721887607.462,36.75,
1721887608.935,36.75,
1721887609.916,36.75,
1721887610.425,36.75,
1721887611.429,36.75,
1721887612.948,36.75,
1721887613.432,36.75,
1721887614.934,36.75,
1721887615.939,36.75,
1721887616.435,36.75,
1721887617.431,36.75,
1721887618.447,36.75,
1721887620.928,36.75,
1721887622.425,36.75,
1721887623.406,36.73,
1721887624.407,36.73,
1721887625.421,36.73,
1721887627.888,36.73,
1721887628.384,36.73,
1721887629.408,36.73,
1721887630.399,36.73,
1721887631.906,36.73,
1721887632.4,36.73,
1721887633.879,36.76,
1721887634.872,36.76,
1721887635.386,36.76,
1721887636.91,36.76,
1721887637.921,36.76,
1721887639.413,36.76,
1721887640.399,36.76,
1721887642.427,36.76,
1721887641.413,36.76,
1721887643.438,36.68,
1721887644.448,36.68,
1721887645.461,36.68,
1721887646.45,36.68,
1721887647.45,36.68,
1721887648.44,36.68,
1721887649.936,36.68,
1721887650.92,36.68,
1721887651.936,36.68,
1721887652.956,36.68,
1721887654.45,36.73,
1721887655.454,36.73,
1721887656.936,36.73,
1721887657.427,36.73,
1721887658.424,36.73,
1721887659.933,36.73,
1721887660.413,36.73,
1721887661.43,36.73,
1721887662.423,36.73,
1721887663.421,36.73,
1721887664.429,36.73,
1721887665.431,36.73,
1721887666.449,36.73,
1721887667.929,36.73,
1721887668.42,36.73,
1721887669.405,36.73,
1721887670.397,36.73,
1721887671.901,36.73,
1721887672.408,36.73,
1721887673.408,36.71,
1721887674.884,36.71,
1721887675.375,36.71,
1721887677.872,36.71,
1721887678.361,36.71,
1721887679.827,36.71,
1721887681.313,36.71,
1721887682.793,36.71,
1721887683.291,36.71,
1721887685.777,36.71,
1721887686.272,36.71,
1721887687.268,36.71,
1721887688.757,36.71,
1721887690.278,36.71,
1721887691.275,36.71,
1721887692.275,36.71,
1721887694.299,36.7,
1721887695.29,36.7,
1721887696.295,36.7,
1721887697.305,36.7,
1721887699.292,36.7,
1721887700.274,36.7,
1721887701.757,36.7,
1721887703.738,36.68,
1721887705.226,36.68,
1721887706.199,36.68,
1721887707.186,36.68,
1721887709.187,36.68,
1721887710.185,36.68,
1721887711.186,36.68,
1721887712.16,36.68,
1721887713.16,36.65,
1721887714.154,36.65,
1721887715.155,36.65,
1721887716.653,36.65,
1721887717.139,36.65,
1721887718.631,36.65,
1721887719.105,36.65,
1721887720.101,36.65,
1721887721.119,36.65,
1721887722.1,36.65,
1721887723.117,36.65,
1721887724.126,36.65,
1721887725.118,36.65,
1721887726.139,36.65,
1721887727.121,36.65,
1721887728.118,36.65,
1721887729.098,36.65,
1721887730.073,36.65,
1721887731.064,36.65,
1721887732.555,36.65,
1721887733.059,36.6,
1721887734.052,36.6,
1721887735.546,36.6,
1721887736.033,36.6,
1721887737.991,36.6,
1721887739.468,36.6,
1721887739.947,36.6,
1721887740.922,36.6,
1721887742.421,36.6,
1721887742.908,36.61,
1721887743.896,36.61,
1721887744.908,36.61,
1721887745.904,36.61,
1721887746.897,36.61,
1721887748.397,36.61,
1721887748.896,36.61,
1721887749.899,36.61,
1721887751.871,36.61,
1721887753.379,36.6,
1721887753.864,36.6,
1721887754.851,36.6,
1721887755.839,36.6,
1721887756.849,36.6,
1721887758.354,36.6,
1721887760.859,36.6,
1721887761.856,36.6,
1721887762.847,36.62,
1721887763.843,36.62,
1721887764.831,36.62,
1721887765.822,36.62,
1721887767.311,36.62,
1721887767.82,36.62,
1721887768.816,36.62,
1721887770.316,36.62,
1721887770.813,36.62,
1721887771.832,36.62,
1721887772.823,36.59,
1721887773.845,36.59,
1721887775.348,36.59,
1721887776.368,36.59,
1721887777.855,36.59,
1721887779.849,36.59,
1721887780.861,36.59,
1721887781.855,36.59,
1721887783.847,36.6,
1721887784.832,36.6,
1721887785.826,36.6,
1721887786.802,36.6,
1721887787.778,36.6,
1721887788.78,36.6,
1721887789.752,36.6,
1721887790.743,36.6,
1721887791.737,36.6,
1721887792.727,36.6,
1721887793.712,36.59,
1721887794.736,36.59,
1721887795.738,36.59,
1721887796.757,36.59,
1721887797.746,36.59,
1721887798.735,36.59,
1721887799.714,36.59,
1721887802.195,36.59,
1721887803.688,36.55,
1721887804.708,36.55,
1721887805.694,36.55,
1721887807.198,36.55,
1721887808.2,36.55,
1721887808.697,36.55,
1721887809.695,36.55,
1721887811.16,36.55,
1721887811.634,36.55,
1721887813.118,36.55,
1721887813.622,36.58,
1721887815.102,36.58,
1721887816.103,36.58,
1721887816.602,36.58,
1721887817.597,36.58,
1721887818.574,36.58,
1721887819.57,36.58,
1721887820.558,36.58,
1721887821.57,36.58,
1721887824.052,36.58,
1721887824.538,36.58,
1721887825.541,36.58,
1721887827.032,36.58,
1721887829.032,36.58,
1721887830.026,36.58,
1721887831.855,36.58,
1721887833.343,36.63,
1721887834.334,36.63,
1721887835.823,36.63,
1721887836.348,36.63,
1721887837.338,36.63,
1721887839.834,36.63,
1721887840.329,36.63,
1721887841.337,36.63,
1721887842.328,36.63,
1721887843.302,36.56,
1721887844.319,36.56,
1721887845.316,36.56,
1721887846.294,36.56,
1721887847.298,36.56,
1721887848.315,36.56,
1721887849.332,36.56,
1721887851.825,36.56,
1721887854.277,36.57,
1721887855.29,36.57,
1721887856.304,36.57,
1721887857.816,36.57,
1721887858.33,36.57,
1721887859.818,36.57,
1721887860.315,36.57,
1721887861.309,36.57,
1721887862.799,36.57,
1721887863.788,36.56,
1721887864.29,36.56,
1721887865.308,36.56,
1721887866.812,36.56,
1721887867.298,36.56,
1721887868.325,36.56,
1721887869.328,36.56,
1721887870.831,36.56,
1721887871.849,36.56,
1721887872.363,36.56,
1721887873.368,36.6,
1721887874.85,36.6,
1721887875.365,36.6,
1721887877.879,36.6,
1721887878.881,36.6,
1721887879.368,36.6,
1721887880.371,36.6,
1721887881.367,36.6,
1721887882.362,36.6,
1721887883.837,36.57,
1721887884.345,36.57,
1721887885.342,36.57,
1721887886.347,36.57,
1721887887.361,36.57,
1721887888.357,36.57,
1721887889.87,36.57,
1721887890.353,36.57,
1721887891.352,36.57,
1721887892.344,36.57,
1721887894.872,36.6,
1721887895.366,36.6,
1721887896.37,36.6,
1721887897.379,36.6,
1721887898.911,36.6,
1721887899.419,36.6,
1721887900.419,36.6,
1721887901.925,36.6,
1721887902.43,36.6,
1721887903.414,36.54,
1721887904.399,36.54,
1721887906.902,36.54,
1721887907.392,36.54,
1721887908.885,36.54,
1721887909.41,36.54,
1721887910.416,36.54,
1721887911.401,36.54,
1721887912.41,36.54,
1721887913.388,36.59,
1721887914.39,36.59,
1721887915.39,36.59,
1721887916.893,36.59,
1721887917.907,36.59,
1721887918.409,36.59,
1721887919.41,36.59,
1721887920.911,36.59,
1721887921.404,36.59,
1721887922.402,36.59,
1721887923.387,36.61,
1721887924.368,36.61,
1721887925.354,36.61,
1721887926.855,36.61,
1721887928.367,36.61,
1721887929.849,36.61,
1721887930.341,36.61,
